Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
1.52588e-05, IMG_DATA, , , , , , , , , , Image_00000 
17.704, IMU_DATA, -24.2681, -0.41125, 0.56875, 16382, -91, -535, , , , , 
17.7088, IMU_DATA, -24.1106, -0.56875, 0.634375, 16382, -90, -526, , , , , 
17.7136, IMU_DATA, -24.0756, -0.595, 0.704375, 16367, -127, -534, , , , , 
17.7184, IMU_DATA, -23.9487, -0.7175, 0.713125, 16364, -168, -517, , , , , 
17.7232, IMU_DATA, -23.9662, -0.69125, 0.77, 16383, -200, -535, , , , , 
16.781, IMG_DATA, , , , , , , , , , Image_00168 
17.728, IMU_DATA, -23.8569, -0.79625, 0.818125, 16370, -227, -562, , , , , 
17.7328, IMU_DATA, -23.7737, -0.74375, 0.875, 16403, -274, -577, , , , , 
17.7376, IMU_DATA, -23.66, -0.72625, 0.870625, 16387, -317, -645, , , , , 
17.7424, IMU_DATA, -23.6119, -0.774375, 0.88375, 16354, -328, -686, , , , , 
17.7472, IMU_DATA, -23.59, -0.7525, 0.888125, 16354, -394, -763, , , , , 
17.752, IMU_DATA, -23.5112, -0.730625, 0.844375, 16338, -456, -816, , , , , 
17.7568, IMU_DATA, -23.4281, -0.6825, 0.805, 16341, -506, -842, , , , , 
17.7616, IMU_DATA, -23.2925, -0.65625, 0.76125, 16369, -517, -883, , , , , 
17.7664, IMU_DATA, -23.1131, -0.6125, 0.665, 16362, -555, -915, , , , , 
17.7712, IMU_DATA, -22.9119, -0.51625, 0.608125, 16384, -531, -919, , , , , 
17.776, IMU_DATA, -22.6931, -0.39375, 0.5075, 16387, -508, -905, , , , , 
17.7808, IMU_DATA, -22.4481, -0.27125, 0.354375, 16379, -446, -892, , , , , 
17.7856, IMU_DATA, -22.2425, -0.13125, 0.27125, 16364, -418, -848, , , , , 
17.7904, IMU_DATA, -22.0369, 0.083125, 0.21, 16354, -394, -782, , , , , 
17.7952, IMU_DATA, -21.6956, 0.126875, 0.126875, 16366, -320, -715, , , , , 
17.8, IMU_DATA, -21.5119, 0.249375, 0.109375, 16371, -270, -620, , , , , 
17.8048, IMU_DATA, -21.2362, 0.275625, 0.126875, 16383, -202, -529, , , , , 
17.8096, IMU_DATA, -20.9519, 0.240625, 0.13125, 16364, -187, -443, , , , , 
17.8144, IMU_DATA, -20.6544, 0.118125, 0.1225, 16381, -142, -348, , , , , 
17.8192, IMU_DATA, -20.4969, 0.083125, 0.14875, 16362, -84, -276, , , , , 
17.824, IMU_DATA, -20.2956, 0.07, 0.245, 16348, -106, -225, , , , , 
17.8288, IMU_DATA, -20.1906, 0.056875, 0.389375, 16386, -170, -188, , , , , 
16.881, IMG_DATA, , , , , , , , , , Image_00169 
17.8336, IMU_DATA, -20.1031, -0.02625, 0.51625, 16401, -209, -183, , , , , 
17.8384, IMU_DATA, -19.9325, -0.18375, 0.538125, 16398, -249, -182, , , , , 
17.8432, IMU_DATA, -19.6437, -0.4375, 0.529375, 16369, -282, -219, , , , , 
17.848, IMU_DATA, -19.4075, -0.58625, 0.616875, 16380, -309, -254, , , , , 
17.8528, IMU_DATA, -19.1931, -0.748125, 0.660625, 16397, -401, -329, , , , , 
17.8576, IMU_DATA, -18.9962, -0.923125, 0.6825, 16371, -461, -366, , , , , 
17.8624, IMU_DATA, -18.76, -0.98875, 0.7175, 16374, -525, -452, , , , , 
17.8672, IMU_DATA, -18.5325, -1.05, 0.7175, 16362, -603, -529, , , , , 
17.872, IMU_DATA, -18.3181, -1.08937, 0.6125, 16359, -620, -593, , , , , 
17.8768, IMU_DATA, -18.0512, -1.08062, 0.494375, 16359, -644, -673, , , , , 
17.8816, IMU_DATA, -17.7494, -1.08937, 0.354375, 16345, -617, -739, , , , , 
17.8864, IMU_DATA, -17.5744, -0.9975, 0.144375, 16376, -552, -769, , , , , 
17.8912, IMU_DATA, -17.3469, -0.945, -0.02625, 16342, -504, -805, , , , , 
17.896, IMU_DATA, -16.8175, -1.00187, -0.135625, 16389, -437, -813, , , , , 
17.9008, IMU_DATA, -16.3931, -0.9625, -0.301875, 16392, -344, -810, , , , , 
17.9056, IMU_DATA, -16.2312, -0.756875, -0.41125, 16377, -224, -812, , , , , 
17.9104, IMU_DATA, -15.9906, -0.6825, -0.450625, 16394, -130, -826, , , , , 
17.9152, IMU_DATA, -15.8069, -0.538125, -0.42875, 16381, -35, -816, , , , , 
17.92, IMU_DATA, -15.54, -0.511875, -0.35875, 16361, 79, -836, , , , , 
17.9248, IMU_DATA, -15.3037, -0.44625, -0.266875, 16365, 148, -809, , , , , 
17.9296, IMU_DATA, -15.05, -0.41125, -0.170625, 16358, 181, -799, , , , , 
17.9344, IMU_DATA, -14.805, -0.301875, 0.039375, 16340, 172, -792, , , , , 
16.981, IMG_DATA, , , , , , , , , , Image_00170 
17.9392, IMU_DATA, -14.4856, -0.275625, 0.249375, 16339, 152, -781, , , , , 
17.944, IMU_DATA, -14.1094, -0.30625, 0.494375, 16334, 78, -774, , , , , 
17.9488, IMU_DATA, -13.8687, -0.2625, 0.756875, 16338, -31, -752, , , , , 
17.9536, IMU_DATA, -13.7375, -0.20125, 0.966875, 16355, -174, -727, , , , , 
17.9584, IMU_DATA, -13.5625, -0.13125, 1.18562, 16356, -302, -688, , , , , 
17.9632, IMU_DATA, -13.3, -0.07, 1.28625, 16375, -448, -644, , , , , 
17.968, IMU_DATA, -13.0725, 0.00875, 1.29062, 16382, -567, -593, , , , , 
17.9728, IMU_DATA, -12.8231, 0.083125, 1.26437, 16403, -700, -495, , , , , 
17.9776, IMU_DATA, -12.5562, 0.04375, 1.1725, 16406, -765, -444, , , , , 
17.9824, IMU_DATA, -12.3856, 0.04375, 0.9975, 16405, -825, -389, , , , , 
17.9872, IMU_DATA, -12.2281, 0.02625, 0.805, 16370, -890, -309, , , , , 
17.992, IMU_DATA, -12.0969, -0.07875, 0.573125, 16349, -882, -266, , , , , 
17.9968, IMU_DATA, -11.9612, -0.240625, 0.301875, 16344, -834, -225, , , , , 
18.0016, IMU_DATA, -11.9481, -0.2975, 0.048125, 16347, -785, -214, , , , , 
18.0064, IMU_DATA, -11.9175, -0.371875, -0.175, 16352, -691, -211, , , , , 
18.0112, IMU_DATA, -11.795, -0.538125, -0.385, 16371, -586, -221, , , , , 
18.016, IMU_DATA, -11.5281, -0.86625, -0.595, 16387, -500, -256, , , , , 
18.0208, IMU_DATA, -11.3312, -1.07187, -0.686875, 16427, -380, -328, , , , , 
18.0256, IMU_DATA, -11.2219, -1.23375, -0.83125, 16409, -222, -407, , , , , 
18.0304, IMU_DATA, -11.1037, -1.32125, -0.98875, 16399, -87, -502, , , , , 
18.0352, IMU_DATA, -10.9944, -1.2775, -0.9275, 16376, 22, -593, , , , , 
18.04, IMU_DATA, -10.9637, -1.22937, -0.783125, 16375, 78, -673, , , , , 
17.081, IMG_DATA, , , , , , , , , , Image_00171 
18.0448, IMU_DATA, -10.6531, -1.35625, -0.616875, 16360, 122, -739, , , , , 
18.0496, IMU_DATA, -10.3031, -1.4525, -0.485625, 16324, 156, -810, , , , , 
18.0544, IMU_DATA, -10.1062, -1.26437, -0.32375, 16327, 158, -840, , , , , 
18.0592, IMU_DATA, -9.84375, -1.02812, -0.091875, 16317, 123, -880, , , , , 
18.064, IMU_DATA, -9.58125, -0.875, 0.14875, 16351, 70, -912, , , , , 
18.0688, IMU_DATA, -9.27937, -0.7875, 0.354375, 16375, 36, -914, , , , , 
18.0736, IMU_DATA, -8.98625, -0.65625, 0.468125, 16391, -18, -909, , , , , 
18.0784, IMU_DATA, -8.6975, -0.5075, 0.60375, 16426, -114, -859, , , , , 
18.0832, IMU_DATA, -8.45687, -0.389375, 0.69125, 16407, -218, -828, , , , , 
18.088, IMU_DATA, -8.22062, -0.30625, 0.686875, 16391, -260, -777, , , , , 
18.0928, IMU_DATA, -8.04125, -0.223125, 0.704375, 16365, -357, -712, , , , , 
18.0976, IMU_DATA, -7.84437, -0.1575, 0.6825, 16381, -396, -672, , , , , 
18.1024, IMU_DATA, -7.63875, -0.161875, 0.573125, 16364, -403, -589, , , , , 
18.1072, IMU_DATA, -7.5075, -0.1925, 0.468125, 16384, -425, -541, , , , , 
18.112, IMU_DATA, -7.46812, -0.09625, 0.406875, 16357, -409, -466, , , , , 
18.1168, IMU_DATA, -7.25812, -0.14875, 0.371875, 16357, -447, -415, , , , , 
18.1216, IMU_DATA, -7.0525, -0.328125, 0.28875, 16345, -421, -380, , , , , 
18.1264, IMU_DATA, -6.93875, -0.4725, 0.23625, 16374, -437, -325, , , , , 
18.1312, IMU_DATA, -6.98687, -0.503125, 0.188125, 16383, -410, -314, , , , , 
18.136, IMU_DATA, -7.0175, -0.6475, 0.11375, 16403, -388, -315, , , , , 
18.1408, IMU_DATA, -7.11375, -0.67375, 0.09625, 16367, -392, -279, , , , , 
18.1456, IMU_DATA, -7.21, -0.625625, 0.118125, 16368, -390, -275, , , , , 
17.181, IMG_DATA, , , , , , , , , , Image_00172 
18.1504, IMU_DATA, -7.32812, -0.616875, 0.1225, 16359, -408, -299, , , , , 
18.1552, IMU_DATA, -7.2975, -0.76125, 0.083125, 16343, -392, -289, , , , , 
18.16, IMU_DATA, -7.31062, -0.879375, 0.0175, 16350, -414, -342, , , , , 
18.1648, IMU_DATA, -7.42, -0.9625, -0.004375, 16350, -450, -398, , , , , 
18.1696, IMU_DATA, -7.455, -1.11125, -0.07, 16365, -466, -455, , , , , 
18.1744, IMU_DATA, -7.55562, -1.20312, -0.175, 16381, -452, -504, , , , , 
18.1792, IMU_DATA, -7.73937, -1.225, -0.301875, 16426, -423, -555, , , , , 
18.184, IMU_DATA, -7.81375, -1.22937, -0.46375, 16417, -404, -616, , , , , 
18.1888, IMU_DATA, -7.84437, -1.22062, -0.643125, 16419, -300, -668, , , , , 
18.1936, IMU_DATA, -7.85312, -1.22062, -0.791875, 16410, -222, -748, , , , , 
18.1984, IMU_DATA, -7.8225, -1.24687, -0.870625, 16403, -126, -831, , , , , 
18.2032, IMU_DATA, -7.81375, -1.30375, -0.8575, 16356, -63, -906, , , , , 
18.208, IMU_DATA, -7.82687, -1.22062, -0.800625, 16335, 16, -918, , , , , 
18.2128, IMU_DATA, -7.77, -1.22062, -0.783125, 16317, 67, -967, , , , , 
18.2176, IMU_DATA, -7.76562, -1.07625, -0.69125, 16313, 142, -977, , , , , 
18.2224, IMU_DATA, -7.6825, -0.914375, -0.5425, 16301, 129, -952, , , , , 
18.2272, IMU_DATA, -7.72625, -0.625625, -0.35875, 16331, 129, -923, , , , , 
18.232, IMU_DATA, -7.8225, -0.385, -0.20125, 16366, 125, -824, , , , , 
18.2368, IMU_DATA, -7.80062, -0.315, -0.1225, 16365, 90, -741, , , , , 
18.2416, IMU_DATA, -7.84, -0.266875, -0.030625, 16393, 53, -654, , , , , 
18.2464, IMU_DATA, -8.05, -0.048125, 0.16625, 16404, -28, -576, , , , , 
18.2512, IMU_DATA, -8.45687, 0.14875, 0.310625, 16357, -97, -458, , , , , 
17.281, IMG_DATA, , , , , , , , , , Image_00173 
18.256, IMU_DATA, -8.785, 0.14875, 0.354375, 16372, -157, -371, , , , , 
18.2608, IMU_DATA, -9.00812, -0.004375, 0.389375, 16382, -222, -297, , , , , 
18.2656, IMU_DATA, -9.25312, -0.153125, 0.363125, 16360, -259, -210, , , , , 
18.2704, IMU_DATA, -9.57687, -0.249375, 0.319375, 16381, -304, -157, , , , , 
18.2752, IMU_DATA, -9.97062, -0.389375, 0.319375, 16384, -328, -142, , , , , 
18.28, IMU_DATA, -10.4387, -0.6475, 0.240625, 16394, -323, -157, , , , , 
18.2848, IMU_DATA, -10.9856, -0.8575, 0.065625, 16397, -302, -208, , , , , 
18.2896, IMU_DATA, -11.4844, -1.04125, -0.065625, 16391, -279, -277, , , , , 
18.2944, IMU_DATA, -11.8431, -1.26875, -0.135625, 16395, -182, -381, , , , , 
18.2992, IMU_DATA, -12.215, -1.49625, -0.18375, 16371, -150, -486, , , , , 
18.304, IMU_DATA, -12.6831, -1.54, -0.196875, 16380, -98, -608, , , , , 
18.3088, IMU_DATA, -13.0112, -1.5925, -0.188125, 16376, -25, -691, , , , , 
18.3136, IMU_DATA, -13.405, -1.505, -0.135625, 16366, 3, -798, , , , , 
18.3184, IMU_DATA, -13.7637, -1.44812, -0.035, 16363, 39, -888, , , , , 
18.3232, IMU_DATA, -14.0875, -1.30375, 0.0875, 16364, 73, -964, , , , , 
18.328, IMU_DATA, -14.3106, -1.15937, 0.179375, 16342, 65, -1012, , , , , 
18.3328, IMU_DATA, -14.5381, -0.914375, 0.301875, 16319, 36, -1050, , , , , 
18.3376, IMU_DATA, -14.7612, -0.67375, 0.398125, 16358, 5, -1056, , , , , 
18.3424, IMU_DATA, -14.9056, -0.56, 0.48125, 16349, -52, -1029, , , , , 
18.3472, IMU_DATA, -15.0937, -0.441875, 0.5775, 16349, -116, -934, , , , , 
18.352, IMU_DATA, -15.4306, -0.175, 0.704375, 16367, -173, -869, , , , , 
18.3568, IMU_DATA, -15.6669, 0.00875, 0.730625, 16381, -218, -782, , , , , 
17.381, IMG_DATA, , , , , , , , , , Image_00174 
18.3616, IMU_DATA, -15.9381, 0.161875, 0.7175, 16399, -257, -688, , , , , 
18.3664, IMU_DATA, -16.2312, 0.18375, 0.660625, 16410, -328, -626, , , , , 
18.3712, IMU_DATA, -16.45, 0.109375, 0.455, 16384, -325, -562, , , , , 
18.376, IMU_DATA, -16.73, 0.04375, 0.284375, 16380, -359, -460, , , , , 
18.3808, IMU_DATA, -17.0581, -0.0175, 0.21875, 16386, -330, -414, , , , , 
18.3856, IMU_DATA, -17.3906, -0.091875, 0.14875, 16386, -288, -391, , , , , 
18.3904, IMU_DATA, -17.7187, -0.2275, 0.004375, 16396, -247, -384, , , , , 
18.3952, IMU_DATA, -18.0119, -0.35, -0.135625, 16380, -191, -350, , , , , 
18.4, IMU_DATA, -18.2962, -0.406875, -0.179375, 16352, -130, -341, , , , , 
18.4048, IMU_DATA, -18.5894, -0.459375, -0.18375, 16364, -81, -415, , , , , 
18.4096, IMU_DATA, -18.8737, -0.595, -0.205625, 16347, 11, -430, , , , , 
18.4144, IMU_DATA, -18.9875, -0.783125, -0.18375, 16315, 42, -443, , , , , 
18.4192, IMU_DATA, -19.2544, -0.81375, -0.048125, 16355, 16, -452, , , , , 
18.424, IMU_DATA, -19.6306, -0.79625, 0.013125, 16372, 96, -579, , , , , 
18.4288, IMU_DATA, -20.0069, -0.7175, -0.00875, 16400, 194, -578, , , , , 
18.4336, IMU_DATA, -20.1862, -0.735, 0.083125, 16364, 197, -524, , , , , 
18.4384, IMU_DATA, -20.3831, -0.7, 0.354375, 16416, 162, -588, , , , , 
18.4432, IMU_DATA, -20.4837, -0.79625, 0.53375, 16382, 240, -608, , , , , 
18.448, IMU_DATA, -20.65, -0.86625, 0.713125, 16360, 224, -633, , , , , 
18.4528, IMU_DATA, -20.8862, -0.818125, 0.90125, 16364, 159, -685, , , , , 
18.4576, IMU_DATA, -20.9387, -0.853125, 1.04125, 16391, 92, -765, , , , , 
18.4624, IMU_DATA, -20.9781, -0.8225, 1.16812, 16354, 47, -791, , , , , 
17.481, IMG_DATA, , , , , , , , , , Image_00175 
18.4672, IMU_DATA, -21.1356, -0.67375, 1.31687, 16340, -68, -793, , , , , 
18.472, IMU_DATA, -21.245, -0.62125, 1.4, 16356, -185, -792, , , , , 
18.4768, IMU_DATA, -21.2669, -0.564375, 1.39562, 16378, -249, -805, , , , , 
18.4816, IMU_DATA, -21.2712, -0.49, 1.33, 16387, -311, -814, , , , , 
18.4864, IMU_DATA, -21.2931, -0.459375, 1.26437, 16405, -387, -799, , , , , 
18.4912, IMU_DATA, -21.3237, -0.42, 1.19437, 16429, -429, -825, , , , , 
18.496, IMU_DATA, -21.3981, -0.32375, 1.05437, 16395, -484, -809, , , , , 
18.5008, IMU_DATA, -21.3806, -0.170625, 0.905625, 16380, -520, -763, , , , , 
18.5056, IMU_DATA, -21.3631, -0.048125, 0.800625, 16356, -521, -730, , , , , 
18.5104, IMU_DATA, -21.4375, 0.065625, 0.63, 16369, -523, -672, , , , , 
18.5152, IMU_DATA, -21.4287, 0.039375, 0.42875, 16344, -509, -623, , , , , 
18.52, IMU_DATA, -21.2537, -0.105, 0.28, 16360, -483, -544, , , , , 
18.5248, IMU_DATA, -21.035, -0.161875, 0.135625, 16354, -455, -492, , , , , 
18.5296, IMU_DATA, -21.0656, -0.074375, 0.0175, 16357, -391, -446, , , , , 
18.5344, IMU_DATA, -21.1837, -0.06125, -0.118125, 16375, -315, -394, , , , , 
18.5392, IMU_DATA, -21.2056, -0.0175, -0.1925, 16386, -276, -384, , , , , 
18.544, IMU_DATA, -21.1225, -0.11375, -0.16625, 16389, -214, -376, , , , , 
18.5488, IMU_DATA, -21.0262, -0.23625, -0.18375, 16368, -172, -346, , , , , 
18.5536, IMU_DATA, -20.8731, -0.363125, -0.14, 16356, -163, -350, , , , , 
18.5584, IMU_DATA, -20.8469, -0.485625, -0.06125, 16346, -150, -352, , , , , 
18.5632, IMU_DATA, -20.965, -0.44625, 0.021875, 16353, -124, -372, , , , , 
18.568, IMU_DATA, -20.93, -0.459375, 0.065625, 16365, -147, -399, , , , , 
17.581, IMG_DATA, , , , , , , , , , Image_00176 
18.5728, IMU_DATA, -20.9912, -0.51625, 0.161875, 16362, -135, -422, , , , , 
18.5776, IMU_DATA, -20.9212, -0.665, 0.16625, 16376, -95, -458, , , , , 
18.5824, IMU_DATA, -20.8425, -0.7875, 0.2275, 16384, -111, -497, , , , , 
18.5872, IMU_DATA, -20.7637, -0.81375, 0.389375, 16366, -98, -508, , , , , 
18.592, IMU_DATA, -20.685, -0.800625, 0.450625, 16366, -105, -548, , , , , 
18.5968, IMU_DATA, -20.685, -0.765625, 0.455, 16372, -150, -553, , , , , 
18.6016, IMU_DATA, -20.7069, -0.739375, 0.525, 16372, -160, -564, , , , , 
18.6064, IMU_DATA, -20.7287, -0.730625, 0.56, 16348, -146, -599, , , , , 
18.6112, IMU_DATA, -20.7637, -0.735, 0.5425, 16383, -209, -636, , , , , 
18.616, IMU_DATA, -20.7769, -0.800625, 0.538125, 16365, -199, -611, , , , , 
18.6208, IMU_DATA, -20.7287, -0.8575, 0.494375, 16392, -231, -654, , , , , 
18.6256, IMU_DATA, -20.8512, -0.7875, 0.525, 16378, -255, -652, , , , , 
18.6304, IMU_DATA, -20.9737, -0.81375, 0.476875, 16385, -189, -700, , , , , 
18.6352, IMU_DATA, -21.1575, -0.70875, 0.385, 16408, -177, -732, , , , , 
18.64, IMU_DATA, -21.3019, -0.546875, 0.35875, 16387, -176, -718, , , , , 
18.6448, IMU_DATA, -21.385, -0.55125, 0.406875, 16387, -166, -760, , , , , 
18.6496, IMU_DATA, -21.5031, -0.63875, 0.42, 16392, -173, -789, , , , , 
18.6544, IMU_DATA, -21.6344, -0.55125, 0.450625, 16365, -147, -788, , , , , 
18.6592, IMU_DATA, -21.6475, -0.538125, 0.415625, 16362, -156, -824, , , , , 
18.664, IMU_DATA, -21.6869, -0.511875, 0.398125, 16388, -119, -882, , , , , 
18.6688, IMU_DATA, -21.8225, -0.406875, 0.398125, 16378, -138, -836, , , , , 
18.6736, IMU_DATA, -21.7744, -0.371875, 0.415625, 16375, -171, -864, , , , , 
17.681, IMG_DATA, , , , , , , , , , Image_00177 
18.6784, IMU_DATA, -21.7394, -0.30625, 0.415625, 16367, -177, -836, , , , , 
18.6832, IMU_DATA, -21.8794, -0.039375, 0.42, 16361, -186, -762, , , , , 
18.688, IMU_DATA, -21.8925, 0.07, 0.42875, 16382, -208, -732, , , , , 
18.6928, IMU_DATA, -21.8356, 0.06125, 0.441875, 16343, -244, -656, , , , , 
18.6976, IMU_DATA, -21.8881, 0.1225, 0.424375, 16360, -294, -611, , , , , 
18.7024, IMU_DATA, -21.9144, 0.13125, 0.41125, 16350, -298, -545, , , , , 
18.7072, IMU_DATA, -21.9056, 0.04375, 0.49, 16368, -371, -496, , , , , 
18.712, IMU_DATA, -21.91, -0.039375, 0.538125, 16366, -390, -421, , , , , 
18.7168, IMU_DATA, -21.945, -0.048125, 0.389375, 16342, -333, -348, , , , , 
18.7216, IMU_DATA, -22.0194, -0.06125, 0.175, 16379, -318, -292, , , , , 
18.7264, IMU_DATA, -22.1769, -0.105, 0.135625, 16385, -329, -254, , , , , 
18.7312, IMU_DATA, -22.26, -0.20125, 0.0875, 16430, -304, -280, , , , , 
18.736, IMU_DATA, -22.2425, -0.42875, -0.07875, 16420, -206, -259, , , , , 
18.7408, IMU_DATA, -22.4131, -0.555625, -0.245, 16415, -114, -269, , , , , 
18.7456, IMU_DATA, -22.4962, -0.643125, -0.2275, 16420, -53, -349, , , , , 
18.7504, IMU_DATA, -22.5837, -0.77875, -0.196875, 16387, 42, -362, , , , , 
18.7552, IMU_DATA, -22.7194, -0.879375, -0.161875, 16376, 147, -422, , , , , 
18.76, IMU_DATA, -22.8594, -0.84, -0.100625, 16358, 196, -497, , , , , 
18.7648, IMU_DATA, -22.8725, -0.888125, 0.021875, 16336, 258, -582, , , , , 
18.7696, IMU_DATA, -22.96, -0.9275, 0.21, 16358, 323, -631, , , , , 
18.7744, IMU_DATA, -22.9031, -1.02812, 0.406875, 16330, 357, -708, , , , , 
18.7792, IMU_DATA, -22.8769, -1.05437, 0.63875, 16354, 313, -720, , , , , 
17.781, IMG_DATA, , , , , , , , , , Image_00178 
18.784, IMU_DATA, -22.8812, -0.984375, 0.91875, 16334, 249, -779, , , , , 
18.7888, IMU_DATA, -22.89, -0.923125, 1.28187, 16398, 75, -873, , , , , 
18.7936, IMU_DATA, -23.0431, -0.721875, 1.45687, 16320, 73, -679, , , , , 
18.7984, IMU_DATA, -23.065, -0.63875, 1.46562, 16321, -4, -819, , , , , 
18.8032, IMU_DATA, -23.0037, -0.704375, 1.79812, 16446, -435, -853, , , , , 
18.808, IMU_DATA, -23.1175, -0.634375, 1.95125, 16338, -513, -762, , , , , 
18.8128, IMU_DATA, -23.2619, -0.511875, 1.65812, 16348, -518, -768, , , , , 
18.8176, IMU_DATA, -23.3494, -0.4375, 1.39562, 16351, -588, -829, , , , , 
18.8224, IMU_DATA, -23.4106, -0.4725, 1.3475, 16420, -740, -818, , , , , 
18.8272, IMU_DATA, -23.5156, -0.44625, 1.22937, 16421, -764, -745, , , , , 
18.832, IMU_DATA, -23.7781, -0.310625, 0.90125, 16392, -782, -777, , , , , 
18.8368, IMU_DATA, -23.9706, -0.245, 0.56, 16389, -762, -719, , , , , 
18.8416, IMU_DATA, -24.15, -0.161875, 0.188125, 16311, -637, -664, , , , , 
18.8464, IMU_DATA, -24.2725, -0.105, -0.074375, 16380, -537, -635, , , , , 
18.8512, IMU_DATA, -24.4037, -0.091875, -0.293125, 16341, -377, -565, , , , , 
18.856, IMU_DATA, -24.64, -0.07875, -0.44625, 16407, -271, -631, , , , , 
18.8608, IMU_DATA, -24.8631, -0.07875, -0.49, 16347, -103, -511, , , , , 
18.8656, IMU_DATA, -24.9944, -0.048125, -0.538125, 16356, 66, -520, , , , , 
18.8704, IMU_DATA, -25.0381, -0.153125, -0.564375, 16360, 196, -505, , , , , 
18.8752, IMU_DATA, -25.2525, -0.07, -0.41125, 16392, 264, -450, , , , , 
18.88, IMU_DATA, -25.4012, -0.105, -0.14875, 16389, 290, -430, , , , , 
18.8848, IMU_DATA, -25.5281, -0.2975, 0.039375, 16322, 344, -430, , , , , 
17.881, IMG_DATA, , , , , , , , , , Image_00179 
18.8896, IMU_DATA, -25.7119, -0.35875, 0.2275, 16383, 288, -416, , , , , 
18.8944, IMU_DATA, -25.935, -0.3325, 0.503125, 16316, 251, -414, , , , , 
18.8992, IMU_DATA, -26.0269, -0.441875, 0.7175, 16318, 209, -459, , , , , 
18.904, IMU_DATA, -26.0706, -0.58625, 0.888125, 16328, 92, -484, , , , , 
18.9088, IMU_DATA, -26.1362, -0.625625, 1.10687, 16390, -56, -536, , , , , 
18.9136, IMU_DATA, -26.18, -0.62125, 1.23375, 16407, -144, -576, , , , , 
18.9184, IMU_DATA, -26.2544, -0.63875, 1.26437, 16434, -298, -611, , , , , 
18.9232, IMU_DATA, -26.2762, -0.608125, 1.24687, 16433, -426, -661, , , , , 
18.928, IMU_DATA, -26.2281, -0.595, 1.12875, 16420, -515, -646, , , , , 
18.9328, IMU_DATA, -26.1231, -0.704375, 0.931875, 16398, -570, -701, , , , , 
18.9376, IMU_DATA, -26.0837, -0.7875, 0.783125, 16388, -580, -699, , , , , 
18.9424, IMU_DATA, -25.9919, -0.84875, 0.608125, 16345, -566, -718, , , , , 
18.9472, IMU_DATA, -25.8956, -0.79625, 0.319375, 16316, -460, -759, , , , , 
18.952, IMU_DATA, -25.8781, -0.520625, 0.144375, 16353, -448, -696, , , , , 
18.9568, IMU_DATA, -25.8606, -0.275625, 0.039375, 16344, -329, -726, , , , , 
18.9616, IMU_DATA, -25.6462, -0.293125, -0.07875, 16386, -275, -655, , , , , 
18.9664, IMU_DATA, -25.4494, -0.310625, -0.13125, 16427, -213, -679, , , , , 
18.9712, IMU_DATA, -25.3531, -0.2625, -0.223125, 16378, -95, -587, , , , , 
18.976, IMU_DATA, -25.1081, -0.310625, -0.231875, 16398, -36, -575, , , , , 
18.9808, IMU_DATA, -24.9419, -0.275625, -0.11375, 16373, 25, -608, , , , , 
18.9856, IMU_DATA, -24.7537, -0.20125, -0.013125, 16384, 46, -552, , , , , 
18.9904, IMU_DATA, -24.6006, -0.14, 0.105, 16335, 68, -568, , , , , 
17.981, IMG_DATA, , , , , , , , , , Image_00180 
18.9952, IMU_DATA, -24.3512, -0.23625, 0.214375, 16338, 80, -567, , , , , 
19.0, IMU_DATA, -24.1281, -0.25375, 0.389375, 16338, 28, -536, , , , , 
19.0048, IMU_DATA, -23.8962, -0.23625, 0.520625, 16320, 27, -537, , , , , 
19.0096, IMU_DATA, -23.6425, -0.301875, 0.6475, 16334, -85, -460, , , , , 
19.0144, IMU_DATA, -23.4106, -0.37625, 0.8225, 16382, -142, -478, , , , , 
19.0192, IMU_DATA, -23.2662, -0.2975, 0.8225, 16372, -193, -425, , , , , 
19.024, IMU_DATA, -23.0475, -0.319375, 0.8575, 16423, -295, -472, , , , , 
19.0288, IMU_DATA, -22.8069, -0.46375, 0.844375, 16371, -356, -407, , , , , 
19.0336, IMU_DATA, -22.645, -0.49, 0.83125, 16432, -440, -448, , , , , 
19.0384, IMU_DATA, -22.54, -0.459375, 0.721875, 16366, -423, -418, , , , , 
19.0432, IMU_DATA, -22.3869, -0.525, 0.5425, 16364, -449, -387, , , , , 
19.048, IMU_DATA, -22.3519, -0.55125, 0.494375, 16375, -410, -489, , , , , 
19.0528, IMU_DATA, -22.3562, -0.590625, 0.328125, 16351, -376, -406, , , , , 
19.0576, IMU_DATA, -22.2381, -0.735, 0.188125, 16377, -278, -543, , , , , 
19.0624, IMU_DATA, -22.1331, -0.853125, 0.074375, 16414, -243, -494, , , , , 
19.0672, IMU_DATA, -22.1681, -0.756875, 0.004375, 16392, -211, -557, , , , , 
19.072, IMU_DATA, -22.0369, -0.826875, -0.109375, 16336, -6, -643, , , , , 
19.0768, IMU_DATA, -21.8006, -0.940625, -0.23625, 16390, 136, -691, , , , , 
19.0816, IMU_DATA, -21.5819, -0.97125, -0.126875, 16405, 201, -763, , , , , 
19.0864, IMU_DATA, -21.4987, -0.940625, 0.153125, 16438, 152, -732, , , , , 
19.0912, IMU_DATA, -21.49, -0.958125, 0.4725, 16406, 52, -803, , , , , 
19.096, IMU_DATA, -21.35, -0.923125, 0.74375, 16377, 12, -891, , , , , 
