Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
1.52588e-05, IMG_DATA, , , , , , , , , , Image_00000 
16.3168, IMU_DATA, -26.53, 0.153125, -0.2625, 16382, -462, 94, , , , , 
16.3216, IMU_DATA, -26.5606, -0.074375, -0.18375, 16398, -509, 84, , , , , 
16.3264, IMU_DATA, -26.6131, -0.32375, -0.170625, 16401, -635, 43, , , , , 
16.3312, IMU_DATA, -26.6612, -0.51625, -0.16625, 16361, -714, 28, , , , , 
16.336, IMU_DATA, -26.5869, -0.86625, -0.27125, 16348, -711, -59, , , , , 
16.3408, IMU_DATA, -26.4556, -1.18125, -0.3325, 16349, -808, -104, , , , , 
16.3456, IMU_DATA, -26.4731, -1.22062, -0.398125, 16367, -835, -162, , , , , 
16.3504, IMU_DATA, -26.5781, -1.31687, -0.6475, 16352, -703, -274, , , , , 
15.481, IMG_DATA, , , , , , , , , , Image_00155 
16.3552, IMU_DATA, -26.6919, -1.35625, -0.98, 16393, -532, -316, , , , , 
16.36, IMU_DATA, -26.7706, -1.31687, -1.14187, 16428, -410, -362, , , , , 
16.3648, IMU_DATA, -26.7794, -1.33, -1.18562, 16423, -300, -449, , , , , 
16.3696, IMU_DATA, -26.8231, -1.3825, -1.19, 16434, -157, -501, , , , , 
16.3744, IMU_DATA, -26.9544, -1.45687, -1.25125, 16373, 68, -614, , , , , 
16.3792, IMU_DATA, -27.0987, -1.47437, -1.22937, 16371, 261, -652, , , , , 
16.384, IMU_DATA, -27.3, -1.37375, -1.07187, 16322, 450, -637, , , , , 
16.3888, IMU_DATA, -27.4794, -1.32125, -0.77875, 16346, 435, -745, , , , , 
16.3936, IMU_DATA, -27.7419, -1.33437, -0.345625, 16436, 384, -788, , , , , 
16.3984, IMU_DATA, -28.1312, -1.225, -0.175, 16397, 587, -860, , , , , 
16.4032, IMU_DATA, -28.3325, -1.18125, -0.14875, 16384, 673, -1035, , , , , 
16.408, IMU_DATA, -28.3894, -1.29937, 0.275625, 16382, 552, -1103, , , , , 
16.4128, IMU_DATA, -28.5031, -1.23812, 0.9275, 16396, 329, -1224, , , , , 
16.4176, IMU_DATA, -28.7394, -1.02812, 1.435, 16367, 191, -1307, , , , , 
16.4224, IMU_DATA, -28.8269, -0.9975, 1.66687, 16279, 166, -1404, , , , , 
16.4272, IMU_DATA, -28.9362, -0.835625, 1.96437, 16232, -125, -1438, , , , , 
16.432, IMU_DATA, -29.05, -0.5425, 2.37125, 16310, -389, -1367, , , , , 
16.4368, IMU_DATA, -29.1375, -0.205625, 2.58125, 16285, -507, -1308, , , , , 
16.4416, IMU_DATA, -29.1287, 0.091875, 2.6075, 16326, -606, -1340, , , , , 
16.4464, IMU_DATA, -29.0544, 0.424375, 2.72562, 16375, -847, -1254, , , , , 
16.4512, IMU_DATA, -28.9187, 0.65625, 2.77375, 16388, -979, -1076, , , , , 
16.456, IMU_DATA, -28.875, 0.9275, 2.66875, 16437, -1072, -992, , , , , 
15.581, IMG_DATA, , , , , , , , , , Image_00156 
16.4608, IMU_DATA, -28.6912, 1.15062, 2.45875, 16458, -1186, -823, , , , , 
16.4656, IMU_DATA, -28.49, 1.40875, 2.05187, 16402, -1164, -616, , , , , 
16.4704, IMU_DATA, -28.2887, 1.51812, 1.54, 16373, -1168, -442, , , , , 
16.4752, IMU_DATA, -28.1487, 1.61437, 1.12875, 16394, -1132, -149, , , , , 
16.48, IMU_DATA, -28.0262, 1.63625, 0.735, 16373, -1012, 61, , , , , 
16.4848, IMU_DATA, -27.9125, 1.47, 0.144375, 16348, -807, 190, , , , , 
16.4896, IMU_DATA, -27.7725, 1.15937, -0.2975, 16372, -686, 308, , , , , 
16.4944, IMU_DATA, -27.6325, 0.774375, -0.46375, 16376, -595, 438, , , , , 
16.4992, IMU_DATA, -27.5494, 0.406875, -0.555625, 16401, -400, 381, , , , , 
16.504, IMU_DATA, -27.4925, 0.179375, -0.56, 16363, -243, 544, , , , , 
16.5088, IMU_DATA, -27.5581, -0.0875, -0.310625, 16455, -356, 620, , , , , 
16.5136, IMU_DATA, -27.5931, -0.704375, -0.249375, 16470, -302, 366, , , , , 
16.5184, IMU_DATA, -27.5319, -1.29937, -0.665, 16362, -58, 274, , , , , 
16.5232, IMU_DATA, -27.44, -1.54875, -0.993125, 16356, -96, 242, , , , , 
16.528, IMU_DATA, -27.4225, -1.64937, -0.993125, 16358, -163, 5, , , , , 
16.5328, IMU_DATA, -27.4487, -1.68437, -0.9275, 16306, -70, -200, , , , , 
16.5376, IMU_DATA, -27.4181, -1.77625, -0.844375, 16275, -35, -359, , , , , 
16.5424, IMU_DATA, -27.4356, -1.93375, -0.398125, 16341, -213, -505, , , , , 
16.5472, IMU_DATA, -27.3569, -2.15687, 0.118125, 16390, -284, -728, , , , , 
16.552, IMU_DATA, -27.3044, -2.24, 0.35875, 16353, -284, -894, , , , , 
16.5568, IMU_DATA, -27.2169, -2.25312, 0.41125, 16388, -309, -954, , , , , 
16.5616, IMU_DATA, -27.1775, -2.12625, 0.468125, 16406, -348, -1059, , , , , 
15.681, IMG_DATA, , , , , , , , , , Image_00157 
16.5664, IMU_DATA, -27.1731, -2.03, 0.4725, 16422, -337, -1180, , , , , 
16.5712, IMU_DATA, -27.3569, -1.67125, 0.315, 16389, -205, -1222, , , , , 
16.576, IMU_DATA, -27.4619, -1.37375, 0.161875, 16365, -120, -1276, , , , , 
16.5808, IMU_DATA, -27.4794, -1.19437, 0.2275, 16367, -78, -1309, , , , , 
16.5856, IMU_DATA, -27.5406, -1.01937, 0.328125, 16355, 4, -1320, , , , , 
16.5904, IMU_DATA, -27.6937, -0.800625, 0.371875, 16344, 87, -1295, , , , , 
16.5952, IMU_DATA, -27.7987, -0.546875, 0.455, 16357, 87, -1284, , , , , 
16.6, IMU_DATA, -27.8994, -0.336875, 0.56875, 16363, 142, -1264, , , , , 
16.6048, IMU_DATA, -28.0087, -0.14875, 0.6475, 16380, 158, -1224, , , , , 
16.6096, IMU_DATA, -28.0175, 0.00875, 0.730625, 16392, 128, -1178, , , , , 
16.6144, IMU_DATA, -28.0175, 0.20125, 0.93625, 16387, 81, -1137, , , , , 
16.6192, IMU_DATA, -28.0131, 0.34125, 1.12, 16360, -1, -1088, , , , , 
16.624, IMU_DATA, -28.0656, 0.55125, 1.29062, 16336, -83, -1013, , , , , 
16.6288, IMU_DATA, -28.1225, 0.72625, 1.47875, 16301, -202, -937, , , , , 
16.6336, IMU_DATA, -28.1575, 1.02375, 1.75875, 16319, -400, -814, , , , , 
16.6384, IMU_DATA, -28.0044, 1.19437, 1.89437, 16324, -554, -695, , , , , 
16.6432, IMU_DATA, -27.7112, 1.1375, 1.89437, 16337, -697, -567, , , , , 
16.648, IMU_DATA, -27.5669, 1.19, 1.86812, 16341, -819, -434, , , , , 
16.6528, IMU_DATA, -27.4881, 1.28625, 1.82, 16407, -944, -304, , , , , 
16.6576, IMU_DATA, -27.2519, 1.20312, 1.72375, 16375, -1025, -94, , , , , 
16.6624, IMU_DATA, -27.0287, 1.05875, 1.54437, 16429, -1115, -24, , , , , 
16.6672, IMU_DATA, -26.9194, 0.93625, 1.23375, 16406, -1052, 107, , , , , 
15.781, IMG_DATA, , , , , , , , , , Image_00158 
16.672, IMU_DATA, -26.8581, 0.81375, 0.853125, 16348, -966, 296, , , , , 
16.6768, IMU_DATA, -26.8844, 0.595, 0.63875, 16370, -938, 352, , , , , 
16.6816, IMU_DATA, -26.7925, 0.240625, 0.494375, 16368, -823, 391, , , , , 
16.6864, IMU_DATA, -26.6962, -0.083125, 0.35, 16373, -783, 419, , , , , 
16.6912, IMU_DATA, -26.6787, -0.476875, 0.25375, 16370, -748, 420, , , , , 
16.696, IMU_DATA, -26.6831, -0.818125, 0.00875, 16358, -540, 315, , , , , 
16.7008, IMU_DATA, -26.6219, -1.11125, -0.319375, 16362, -366, 190, , , , , 
16.7056, IMU_DATA, -26.5475, -1.39125, -0.468125, 16401, -232, 102, , , , , 
16.7104, IMU_DATA, -26.5169, -1.60125, -0.49, 16439, -142, -72, , , , , 
16.7152, IMU_DATA, -26.4731, -1.81125, -0.5075, 16458, -29, -272, , , , , 
16.72, IMU_DATA, -26.3287, -2.16125, -0.520625, 16442, 31, -476, , , , , 
16.7248, IMU_DATA, -26.215, -2.41062, -0.380625, 16336, 52, -611, , , , , 
16.7296, IMU_DATA, -26.1012, -2.345, -0.16625, 16296, 44, -896, , , , , 
16.7344, IMU_DATA, -25.9656, -2.2575, 0.048125, 16345, -58, -1042, , , , , 
16.7392, IMU_DATA, -25.8256, -2.24437, 0.135625, 16292, -46, -1091, , , , , 
16.744, IMU_DATA, -25.7206, -1.93375, 0.153125, 16326, -84, -1288, , , , , 
16.7488, IMU_DATA, -25.5981, -1.53562, 0.35875, 16390, -193, -1328, , , , , 
16.7536, IMU_DATA, -25.2919, -1.39125, 0.459375, 16377, -223, -1313, , , , , 
16.7584, IMU_DATA, -24.9287, -1.30375, 0.44625, 16380, -217, -1331, , , , , 
16.7632, IMU_DATA, -24.7319, -0.98, 0.441875, 16372, -279, -1362, , , , , 
16.768, IMU_DATA, -24.6575, -0.634375, 0.538125, 16412, -329, -1347, , , , , 
16.7728, IMU_DATA, -24.7231, -0.179375, 0.555625, 16370, -296, -1253, , , , , 
15.881, IMG_DATA, , , , , , , , , , Image_00159 
16.7776, IMU_DATA, -24.6312, 0.135625, 0.55125, 16415, -376, -1183, , , , , 
16.7824, IMU_DATA, -24.3731, 0.205625, 0.6825, 16375, -404, -1085, , , , , 
16.7872, IMU_DATA, -24.2112, 0.345625, 0.721875, 16344, -381, -1011, , , , , 
16.792, IMU_DATA, -24.1062, 0.520625, 0.695625, 16319, -342, -878, , , , , 
16.7968, IMU_DATA, -23.9575, 0.581875, 0.660625, 16333, -350, -752, , , , , 
16.8016, IMU_DATA, -23.8569, 0.616875, 0.721875, 16376, -311, -692, , , , , 
16.8064, IMU_DATA, -23.7562, 0.665, 0.7875, 16376, -304, -594, , , , , 
16.8112, IMU_DATA, -23.5112, 0.660625, 0.800625, 16394, -313, -562, , , , , 
16.816, IMU_DATA, -23.2662, 0.590625, 0.835625, 16409, -336, -454, , , , , 
16.8208, IMU_DATA, -23.1262, 0.538125, 0.91875, 16366, -371, -364, , , , , 
16.8256, IMU_DATA, -22.8944, 0.48125, 0.966875, 16352, -392, -298, , , , , 
16.8304, IMU_DATA, -22.7106, 0.41125, 0.945, 16354, -457, -261, , , , , 
16.8352, IMU_DATA, -22.5662, 0.4025, 0.95375, 16344, -510, -206, , , , , 
16.84, IMU_DATA, -22.2775, 0.319375, 0.914375, 16334, -564, -95, , , , , 
16.8448, IMU_DATA, -22.1025, 0.25375, 0.809375, 16332, -595, -53, , , , , 
16.8496, IMU_DATA, -21.9581, 0.105, 0.67375, 16376, -638, -41, , , , , 
16.8544, IMU_DATA, -21.84, -0.021875, 0.503125, 16374, -579, 39, , , , , 
16.8592, IMU_DATA, -21.63, -0.175, 0.336875, 16384, -576, 52, , , , , 
16.864, IMU_DATA, -21.4594, -0.433125, 0.258125, 16405, -580, 81, , , , , 
16.8688, IMU_DATA, -21.385, -0.686875, 0.16625, 16418, -568, 80, , , , , 
16.8736, IMU_DATA, -21.3719, -0.896875, 0.030625, 16384, -520, 33, , , , , 
16.8784, IMU_DATA, -21.2319, -1.15062, -0.074375, 16385, -486, -61, , , , , 
15.981, IMG_DATA, , , , , , , , , , Image_00160 
16.8832, IMU_DATA, -21.2406, -1.28625, -0.18375, 16348, -389, -108, , , , , 
16.888, IMU_DATA, -21.2931, -1.365, -0.28, 16332, -289, -235, , , , , 
16.8928, IMU_DATA, -21.2581, -1.61, -0.28, 16355, -227, -396, , , , , 
16.8976, IMU_DATA, -21.2406, -1.79375, -0.161875, 16385, -162, -526, , , , , 
16.9024, IMU_DATA, -21.2494, -1.85062, -0.0525, 16373, -83, -704, , , , , 
16.9072, IMU_DATA, -21.2275, -1.85062, 0.048125, 16379, -47, -816, , , , , 
16.912, IMU_DATA, -21.2056, -1.85937, 0.205625, 16397, -26, -976, , , , , 
16.9168, IMU_DATA, -21.1487, -1.78062, 0.32375, 16371, 4, -1098, , , , , 
16.9216, IMU_DATA, -21.0875, -1.58375, 0.48125, 16366, -32, -1205, , , , , 
16.9264, IMU_DATA, -21.0437, -1.43937, 0.608125, 16375, -36, -1279, , , , , 
16.9312, IMU_DATA, -20.8862, -1.30375, 0.72625, 16357, -77, -1321, , , , , 
16.936, IMU_DATA, -20.7769, -1.00625, 0.914375, 16339, -103, -1359, , , , , 
16.9408, IMU_DATA, -20.8469, -0.62125, 1.03687, 16338, -165, -1332, , , , , 
16.9456, IMU_DATA, -20.8906, -0.293125, 1.12437, 16314, -222, -1286, , , , , 
16.9504, IMU_DATA, -20.7725, -0.00875, 1.155, 16328, -298, -1205, , , , , 
16.9552, IMU_DATA, -20.5975, 0.20125, 1.19, 16354, -356, -1101, , , , , 
16.96, IMU_DATA, -20.4575, 0.293125, 1.18125, 16398, -412, -1011, , , , , 
16.9648, IMU_DATA, -20.3962, 0.34125, 1.12, 16395, -472, -875, , , , , 
16.9696, IMU_DATA, -20.51, 0.573125, 1.11125, 16394, -537, -735, , , , , 
16.9744, IMU_DATA, -20.5056, 0.756875, 1.12, 16391, -615, -591, , , , , 
16.9792, IMU_DATA, -20.4312, 0.76125, 1.00625, 16351, -667, -450, , , , , 
16.984, IMU_DATA, -20.3962, 0.79625, 0.81375, 16396, -679, -319, , , , , 
16.081, IMG_DATA, , , , , , , , , , Image_00161 
16.9888, IMU_DATA, -20.44, 0.81375, 0.573125, 16384, -688, -194, , , , , 
16.9936, IMU_DATA, -20.65, 0.756875, 0.3675, 16388, -700, -90, , , , , 
16.9984, IMU_DATA, -20.79, 0.5425, 0.170625, 16383, -716, -35, , , , , 
17.0032, IMU_DATA, -20.7944, 0.28875, -0.09625, 16388, -649, 27, , , , , 
17.008, IMU_DATA, -20.7637, 0.1225, -0.3675, 16382, -608, 59, , , , , 
17.0128, IMU_DATA, -20.7419, -0.0175, -0.56875, 16390, -553, 68, , , , , 
17.0176, IMU_DATA, -20.8119, -0.25375, -0.660625, 16362, -516, 39, , , , , 
17.0224, IMU_DATA, -20.9344, -0.503125, -0.739375, 16349, -431, -18, , , , , 
17.0272, IMU_DATA, -20.9694, -0.8225, -0.84, 16363, -321, -75, , , , , 
17.032, IMU_DATA, -21.07, -1.00187, -0.84, 16364, -255, -149, , , , , 
17.0368, IMU_DATA, -21.1356, -1.0675, -0.84, 16361, -154, -232, , , , , 
17.0416, IMU_DATA, -21.0919, -1.21187, -0.809375, 16381, -71, -332, , , , , 
17.0464, IMU_DATA, -21.1487, -1.3125, -0.713125, 16384, 22, -396, , , , , 
17.0512, IMU_DATA, -21.1444, -1.40437, -0.55125, 16398, 113, -528, , , , , 
17.056, IMU_DATA, -21.1137, -1.51375, -0.363125, 16388, 195, -604, , , , , 
17.0608, IMU_DATA, -21.0306, -1.61875, -0.170625, 16385, 249, -693, , , , , 
17.0656, IMU_DATA, -21.0394, -1.56187, 0.1225, 16381, 303, -821, , , , , 
17.0704, IMU_DATA, -21.0656, -1.51375, 0.424375, 16367, 334, -868, , , , , 
17.0752, IMU_DATA, -21.1006, -1.38687, 0.7, 16315, 342, -922, , , , , 
17.08, IMU_DATA, -21.035, -1.36062, 0.98, 16301, 298, -1019, , , , , 
17.0848, IMU_DATA, -20.9562, -1.29937, 1.25125, 16320, 242, -1025, , , , , 
17.0896, IMU_DATA, -20.9344, -1.12, 1.54, 16328, 148, -1052, , , , , 
16.181, IMG_DATA, , , , , , , , , , Image_00162 
17.0944, IMU_DATA, -21.0394, -0.83125, 1.8025, 16352, 71, -1112, , , , , 
17.0992, IMU_DATA, -21.1706, -0.485625, 1.99937, 16383, -40, -1099, , , , , 
17.104, IMU_DATA, -21.2231, -0.363125, 2.14812, 16393, -160, -1098, , , , , 
17.1088, IMU_DATA, -21.2144, -0.214375, 2.27937, 16374, -340, -1048, , , , , 
17.1136, IMU_DATA, -21.2275, -0.02625, 2.32312, 16384, -480, -985, , , , , 
17.1184, IMU_DATA, -21.2975, 0.11375, 2.27937, 16391, -647, -885, , , , , 
17.1232, IMU_DATA, -21.4287, 0.25375, 2.17875, 16374, -750, -781, , , , , 
17.128, IMU_DATA, -21.5994, 0.3675, 2.03437, 16381, -905, -703, , , , , 
17.1328, IMU_DATA, -21.7481, 0.345625, 1.77625, 16393, -1009, -572, , , , , 
17.1376, IMU_DATA, -21.9231, 0.30625, 1.47875, 16364, -1060, -484, , , , , 
17.1424, IMU_DATA, -22.1769, 0.398125, 1.19875, 16364, -1095, -387, , , , , 
17.1472, IMU_DATA, -22.3475, 0.406875, 0.905625, 16362, -1106, -301, , , , , 
17.152, IMU_DATA, -22.5312, 0.3325, 0.525, 16367, -1072, -224, , , , , 
17.1568, IMU_DATA, -22.7369, 0.196875, 0.135625, 16363, -1023, -183, , , , , 
17.1616, IMU_DATA, -22.995, 0.105, -0.27125, 16367, -934, -150, , , , , 
17.1664, IMU_DATA, -23.1919, -0.0525, -0.669375, 16385, -826, -143, , , , , 
17.1712, IMU_DATA, -23.45, -0.16625, -0.949375, 16412, -715, -158, , , , , 
17.176, IMU_DATA, -23.7212, -0.35, -1.28625, 16369, -566, -168, , , , , 
17.1808, IMU_DATA, -23.835, -0.529375, -1.5925, 16368, -390, -211, , , , , 
17.1856, IMU_DATA, -24.0187, -0.564375, -1.70625, 16341, -246, -268, , , , , 
17.1904, IMU_DATA, -24.1544, -0.7, -1.75, 16343, -49, -330, , , , , 
17.1952, IMU_DATA, -24.2287, -0.875, -1.72812, 16324, 62, -385, , , , , 
16.281, IMG_DATA, , , , , , , , , , Image_00163 
17.2, IMU_DATA, -24.2506, -0.9975, -1.61, 16387, 201, -432, , , , , 
17.2048, IMU_DATA, -24.4562, -0.9275, -1.40875, 16395, 306, -484, , , , , 
17.2096, IMU_DATA, -24.5787, -0.97125, -1.18125, 16379, 396, -518, , , , , 
17.2144, IMU_DATA, -24.6356, -1.015, -0.861875, 16414, 444, -554, , , , , 
17.2192, IMU_DATA, -24.6969, -0.993125, -0.49, 16388, 460, -582, , , , , 
17.224, IMU_DATA, -24.7887, -1.00187, -0.175, 16369, 483, -613, , , , , 
17.2288, IMU_DATA, -24.8806, -1.01937, 0.16625, 16344, 474, -633, , , , , 
17.2336, IMU_DATA, -25.0512, -0.975625, 0.56, 16349, 412, -657, , , , , 
17.2384, IMU_DATA, -25.235, -0.958125, 0.896875, 16339, 320, -702, , , , , 
17.2432, IMU_DATA, -25.3137, -1.05437, 1.16375, 16361, 228, -731, , , , , 
17.248, IMU_DATA, -25.4756, -1.0325, 1.43937, 16375, 117, -752, , , , , 
17.2528, IMU_DATA, -25.7075, -0.879375, 1.65375, 16400, -23, -767, , , , , 
17.2576, IMU_DATA, -25.8869, -0.774375, 1.76312, 16420, -149, -812, , , , , 
17.2624, IMU_DATA, -26.1537, -0.63, 1.84187, 16423, -250, -799, , , , , 
17.2672, IMU_DATA, -26.3419, -0.60375, 1.83312, 16398, -371, -828, , , , , 
17.272, IMU_DATA, -26.4075, -0.669375, 1.77187, 16375, -470, -828, , , , , 
17.2768, IMU_DATA, -26.5387, -0.60375, 1.71062, 16372, -564, -859, , , , , 
17.2816, IMU_DATA, -26.7356, -0.450625, 1.59687, 16362, -657, -868, , , , , 
17.2864, IMU_DATA, -26.9194, -0.433125, 1.41312, 16341, -676, -868, , , , , 
17.2912, IMU_DATA, -27.1075, -0.328125, 1.16812, 16320, -689, -849, , , , , 
17.296, IMU_DATA, -27.1731, -0.23625, 0.984375, 16328, -800, -758, , , , , 
17.3008, IMU_DATA, -27.3612, -0.153125, 0.79625, 16375, -781, -744, , , , , 
16.381, IMG_DATA, , , , , , , , , , Image_00164 
17.3056, IMU_DATA, -27.6806, -0.06125, 0.5425, 16377, -703, -678, , , , , 
17.3104, IMU_DATA, -27.9606, 0.0525, 0.336875, 16381, -679, -606, , , , , 
17.3152, IMU_DATA, -28.0394, 0.030625, 0.20125, 16364, -633, -554, , , , , 
17.32, IMU_DATA, -28.105, -0.074375, 0.09625, 16338, -512, -510, , , , , 
17.3248, IMU_DATA, -28.3325, -0.175, -0.004375, 16377, -458, -461, , , , , 
17.3296, IMU_DATA, -28.5031, -0.25375, -0.056875, 16418, -391, -500, , , , , 
17.3344, IMU_DATA, -28.5819, -0.18375, -0.205625, 16316, -194, -392, , , , , 
17.3392, IMU_DATA, -28.7962, -0.18375, -0.205625, 16390, -168, -354, , , , , 
17.344, IMU_DATA, -28.9887, -0.4025, -0.035, 16440, -78, -488, , , , , 
17.3488, IMU_DATA, -29.1375, -0.389375, 0.06125, 16442, 45, -473, , , , , 
17.3536, IMU_DATA, -29.2381, -0.2625, 0.0875, 16404, 126, -384, , , , , 
17.3584, IMU_DATA, -29.2425, -0.345625, 0.030625, 16396, 189, -494, , , , , 
17.3632, IMU_DATA, -29.1375, -0.660625, -0.105, 16358, 317, -584, , , , , 
17.368, IMU_DATA, -29.1375, -0.76125, -0.074375, 16339, 351, -590, , , , , 
17.3728, IMU_DATA, -29.33, -0.5425, 0.118125, 16325, 349, -632, , , , , 
17.3776, IMU_DATA, -29.3869, -0.4375, 0.37625, 16338, 262, -669, , , , , 
17.3824, IMU_DATA, -29.2425, -0.5425, 0.53375, 16368, 240, -712, , , , , 
17.3872, IMU_DATA, -29.1331, -0.538125, 0.634375, 16330, 184, -683, , , , , 
17.392, IMU_DATA, -29.0369, -0.525, 0.83125, 16370, 43, -679, , , , , 
17.3968, IMU_DATA, -29.0981, -0.3675, 1.08937, 16393, -53, -691, , , , , 
17.4016, IMU_DATA, -29.0937, -0.2625, 1.22062, 16357, -192, -706, , , , , 
17.4064, IMU_DATA, -28.9887, -0.32375, 1.33, 16390, -379, -658, , , , , 
16.481, IMG_DATA, , , , , , , , , , Image_00165 
17.4112, IMU_DATA, -29.0281, -0.319375, 1.435, 16346, -468, -622, , , , , 
17.416, IMU_DATA, -29.0237, -0.275625, 1.37812, 16314, -530, -633, , , , , 
17.4208, IMU_DATA, -29.0019, -0.231875, 1.45687, 16383, -760, -548, , , , , 
17.4256, IMU_DATA, -28.9581, -0.18375, 1.56187, 16418, -879, -470, , , , , 
17.4304, IMU_DATA, -28.9362, -0.223125, 1.38687, 16378, -882, -446, , , , , 
17.4352, IMU_DATA, -29.0019, -0.28875, 1.09812, 16390, -887, -454, , , , , 
17.44, IMU_DATA, -29.1244, -0.3325, 0.95375, 16402, -887, -423, , , , , 
17.4448, IMU_DATA, -29.2162, -0.415625, 0.765625, 16361, -827, -462, , , , , 
17.4496, IMU_DATA, -29.3256, -0.494375, 0.62125, 16389, -811, -516, , , , , 
17.4544, IMU_DATA, -29.435, -0.511875, 0.520625, 16371, -766, -496, , , , , 
17.4592, IMU_DATA, -29.4394, -0.503125, 0.398125, 16339, -655, -542, , , , , 
17.464, IMU_DATA, -29.47, -0.581875, 0.345625, 16340, -588, -573, , , , , 
17.4688, IMU_DATA, -29.5619, -0.56875, 0.3675, 16342, -552, -565, , , , , 
17.4736, IMU_DATA, -29.4919, -0.634375, 0.2625, 16335, -468, -582, , , , , 
17.4784, IMU_DATA, -29.4569, -0.7, 0.100625, 16375, -356, -678, , , , , 
17.4832, IMU_DATA, -29.365, -0.800625, 0.0, 16394, -277, -707, , , , , 
17.488, IMU_DATA, -29.1856, -0.835625, -0.109375, 16418, -170, -736, , , , , 
17.4928, IMU_DATA, -29.0587, -0.774375, -0.18375, 16419, -88, -762, , , , , 
17.4976, IMU_DATA, -29.0456, -0.67375, -0.223125, 16427, 18, -748, , , , , 
17.5024, IMU_DATA, -29.0762, -0.455, -0.1925, 16367, 103, -729, , , , , 
17.5072, IMU_DATA, -28.8881, -0.336875, -0.161875, 16356, 151, -736, , , , , 
17.512, IMU_DATA, -28.6737, -0.301875, -0.109375, 16343, 168, -693, , , , , 
16.581, IMG_DATA, , , , , , , , , , Image_00166 
17.5168, IMU_DATA, -28.6081, -0.161875, 0.00875, 16324, 136, -641, , , , , 
17.5216, IMU_DATA, -28.3806, -0.258125, 0.16625, 16348, 166, -583, , , , , 
17.5264, IMU_DATA, -28.1969, -0.293125, 0.266875, 16365, 157, -578, , , , , 
17.5312, IMU_DATA, -28.1225, -0.205625, 0.336875, 16376, 126, -534, , , , , 
17.536, IMU_DATA, -28.0744, -0.2275, 0.4025, 16369, 115, -491, , , , , 
17.5408, IMU_DATA, -28.0175, -0.363125, 0.538125, 16418, 57, -468, , , , , 
17.5456, IMU_DATA, -27.8862, -0.42, 0.6475, 16384, 40, -487, , , , , 
17.5504, IMU_DATA, -27.79, -0.46375, 0.70875, 16365, -69, -488, , , , , 
17.5552, IMU_DATA, -27.6412, -0.555625, 0.805, 16335, -120, -516, , , , , 
17.56, IMU_DATA, -27.5319, -0.6125, 0.931875, 16351, -221, -566, , , , , 
17.5648, IMU_DATA, -27.4575, -0.616875, 1.0675, 16373, -301, -594, , , , , 
17.5696, IMU_DATA, -27.3744, -0.58625, 1.16812, 16323, -376, -609, , , , , 
17.5744, IMU_DATA, -27.2256, -0.704375, 1.19, 16342, -440, -665, , , , , 
17.5792, IMU_DATA, -27.0331, -0.844375, 1.15937, 16363, -524, -713, , , , , 
17.584, IMU_DATA, -26.8319, -0.888125, 1.09375, 16396, -544, -736, , , , , 
17.5888, IMU_DATA, -26.7881, -0.7525, 1.05875, 16389, -535, -754, , , , , 
17.5936, IMU_DATA, -26.7137, -0.69125, 0.98875, 16392, -576, -785, , , , , 
17.5984, IMU_DATA, -26.565, -0.63, 0.888125, 16380, -590, -788, , , , , 
17.6032, IMU_DATA, -26.39, -0.555625, 0.7875, 16350, -595, -783, , , , , 
17.608, IMU_DATA, -26.3025, -0.363125, 0.70875, 16348, -552, -788, , , , , 
17.6128, IMU_DATA, -26.1231, -0.293125, 0.590625, 16332, -548, -745, , , , , 
17.6176, IMU_DATA, -25.865, -0.2975, 0.441875, 16344, -528, -695, , , , , 
16.689, IMG_DATA, , , , , , , , , , Image_00167 
17.6224, IMU_DATA, -25.7469, -0.214375, 0.385, 16331, -521, -645, , , , , 
17.6272, IMU_DATA, -25.6594, -0.170625, 0.345625, 16370, -471, -590, , , , , 
17.632, IMU_DATA, -25.5806, -0.13125, 0.21875, 16372, -431, -535, , , , , 
17.6368, IMU_DATA, -25.5194, -0.091875, 0.083125, 16388, -400, -531, , , , , 
17.6416, IMU_DATA, -25.4494, -0.18375, 0.065625, 16419, -376, -474, , , , , 
17.6464, IMU_DATA, -25.3531, -0.27125, 0.083125, 16400, -321, -472, , , , , 
17.6512, IMU_DATA, -25.2481, -0.310625, 0.039375, 16402, -294, -461, , , , , 
17.656, IMU_DATA, -25.2044, -0.354375, 0.013125, 16380, -261, -449, , , , , 
17.6608, IMU_DATA, -25.1606, -0.3675, 0.0875, 16356, -206, -503, , , , , 
17.6656, IMU_DATA, -25.0775, -0.424375, 0.14, 16355, -157, -517, , , , , 
17.6704, IMU_DATA, -25.0425, -0.406875, 0.161875, 16342, -128, -528, , , , , 
17.6752, IMU_DATA, -24.9244, -0.41125, 0.196875, 16340, -113, -570, , , , , 
17.68, IMU_DATA, -24.7187, -0.520625, 0.2275, 16378, -93, -587, , , , , 
17.6848, IMU_DATA, -24.6181, -0.511875, 0.336875, 16368, -94, -603, , , , , 
17.6896, IMU_DATA, -24.4344, -0.49, 0.41125, 16388, -81, -596, , , , , 
17.6944, IMU_DATA, -24.3862, -0.433125, 0.468125, 16384, -62, -571, , , , , 
17.6992, IMU_DATA, -24.4081, -0.3325, 0.538125, 16366, -70, -547, , , , , 
