Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
0.0, IMG_DATA, , , , , , , , , , Image_00000 
14.8059, IMG_DATA, , , , , , , , , , Image_00148 
15.641, IMU_DATA, -13.4006, 0.56875, 1.4175, 16450, -744, -420, , , , , 
15.6458, IMU_DATA, -12.8231, 0.6475, 1.26875, 16387, -856, -195, , , , , 
15.6506, IMU_DATA, -12.3987, 0.678125, 0.98875, 16312, -833, -54, , , , , 
15.6554, IMU_DATA, -12.0356, 0.60375, 0.651875, 16269, -834, 30, , , , , 
15.6602, IMU_DATA, -11.6812, 0.4375, 0.406875, 16338, -906, 121, , , , , 
15.665, IMU_DATA, -11.4012, 0.214375, 0.188125, 16377, -894, 268, , , , , 
15.6698, IMU_DATA, -11.1737, -0.04375, -0.1925, 16411, -844, 368, , , , , 
15.6746, IMU_DATA, -10.8631, -0.363125, -0.63875, 16420, -647, 328, , , , , 
15.6794, IMU_DATA, -10.6094, -0.713125, -0.95375, 16440, -502, 244, , , , , 
15.6842, IMU_DATA, -10.36, -1.1375, -1.07187, 16421, -411, 146, , , , , 
15.689, IMU_DATA, -9.99687, -1.6275, -1.13312, 16392, -258, -59, , , , , 
15.6938, IMU_DATA, -9.75625, -1.86812, -1.2425, 16364, -112, -223, , , , , 
15.6986, IMU_DATA, -9.63812, -1.79812, -1.32562, 16343, 53, -329, , , , , 
15.7034, IMU_DATA, -9.4675, -1.74562, -1.26, 16331, 180, -430, , , , , 
15.7082, IMU_DATA, -9.16125, -1.91625, -1.12875, 16350, 263, -506, , , , , 
15.713, IMU_DATA, -8.925, -1.97312, -0.931875, 16339, 365, -588, , , , , 
15.7178, IMU_DATA, -8.69312, -1.89875, -0.748125, 16348, 474, -683, , , , , 
15.7226, IMU_DATA, -8.41312, -1.785, -0.581875, 16353, 486, -784, , , , , 
15.7274, IMU_DATA, -8.01062, -1.80687, -0.3325, 16364, 460, -928, , , , , 
15.7322, IMU_DATA, -7.80937, -1.69312, -0.07, 16363, 431, -963, , , , , 
15.737, IMU_DATA, -7.66062, -1.44812, 0.1575, 16340, 389, -977, , , , , 
15.7418, IMU_DATA, -7.53812, -1.2425, 0.345625, 16346, 304, -988, , , , , 
14.9059, IMG_DATA, , , , , , , , , , Image_00149 
15.7466, IMU_DATA, -7.38062, -1.11562, 0.55125, 16392, 229, -951, , , , , 
15.7514, IMU_DATA, -7.27562, -0.97125, 0.756875, 16388, 66, -936, , , , , 
15.7562, IMU_DATA, -7.21437, -0.805, 0.888125, 16406, -74, -953, , , , , 
15.761, IMU_DATA, -7.09187, -0.7175, 0.91875, 16360, -127, -955, , , , , 
15.7658, IMU_DATA, -6.96062, -0.686875, 0.8925, 16376, -232, -978, , , , , 
15.7706, IMU_DATA, -6.86437, -0.625625, 0.88375, 16378, -338, -977, , , , , 
15.7754, IMU_DATA, -6.78125, -0.529375, 0.83125, 16390, -424, -1010, , , , , 
15.7802, IMU_DATA, -6.72, -0.35, 0.69125, 16392, -443, -994, , , , , 
15.785, IMU_DATA, -6.62812, -0.126875, 0.5425, 16386, -466, -902, , , , , 
15.7898, IMU_DATA, -6.47062, -0.021875, 0.44625, 16382, -487, -846, , , , , 
15.7946, IMU_DATA, -6.31312, 0.02625, 0.27125, 16368, -474, -785, , , , , 
15.7994, IMU_DATA, -6.16, 0.188125, 0.02625, 16366, -430, -738, , , , , 
15.8042, IMU_DATA, -5.90625, 0.275625, -0.18375, 16367, -383, -662, , , , , 
15.809, IMU_DATA, -5.6525, 0.37625, -0.380625, 16361, -324, -530, , , , , 
15.8138, IMU_DATA, -5.28937, 0.35875, -0.56, 16316, -147, -478, , , , , 
15.8186, IMU_DATA, -5.04, 0.415625, -0.590625, 16355, -96, -392, , , , , 
15.8234, IMU_DATA, -4.75562, 0.520625, -0.546875, 16383, -55, -272, , , , , 
15.8282, IMU_DATA, -4.48875, 0.564375, -0.55125, 16363, 18, -133, , , , , 
15.833, IMU_DATA, -4.20437, 0.42875, -0.503125, 16370, 32, -16, , , , , 
15.8378, IMU_DATA, -4.01625, 0.258125, -0.46375, 16354, 72, 74, , , , , 
15.8426, IMU_DATA, -3.81937, 0.030625, -0.389375, 16399, 63, 79, , , , , 
15.8474, IMU_DATA, -3.535, -0.25375, -0.34125, 16352, 56, 181, , , , , 
15.0059, IMG_DATA, , , , , , , , , , Image_00150 
15.8522, IMU_DATA, -3.32062, -0.455, -0.266875, 16330, 74, 187, , , , , 
15.857, IMU_DATA, -3.10625, -0.695625, -0.214375, 16374, 45, 111, , , , , 
15.8618, IMU_DATA, -2.98375, -0.86625, -0.144375, 16346, 18, 126, , , , , 
15.8666, IMU_DATA, -2.92687, -1.08937, -0.048125, 16390, -38, 23, , , , , 
15.8714, IMU_DATA, -2.77375, -1.39125, 0.0525, 16408, -97, -36, , , , , 
15.8762, IMU_DATA, -2.66875, -1.60125, 0.161875, 16421, -167, -132, , , , , 
15.881, IMU_DATA, -2.63375, -1.69312, 0.14, 16385, -212, -264, , , , , 
15.8858, IMU_DATA, -2.58562, -1.77625, 0.0875, 16382, -268, -391, , , , , 
15.8906, IMU_DATA, -2.58125, -1.91187, 0.048125, 16387, -321, -510, , , , , 
15.8954, IMU_DATA, -2.6075, -1.925, -0.065625, 16375, -302, -636, , , , , 
15.9002, IMU_DATA, -2.5725, -1.92062, -0.2625, 16363, -258, -765, , , , , 
15.905, IMU_DATA, -2.45437, -1.99937, -0.406875, 16370, -214, -847, , , , , 
15.9098, IMU_DATA, -2.26187, -2.01687, -0.511875, 16372, -108, -958, , , , , 
15.9146, IMU_DATA, -2.20937, -1.87687, -0.625625, 16387, -44, -1072, , , , , 
15.9194, IMU_DATA, -2.28812, -1.5925, -0.665, 16382, 0, -1109, , , , , 
15.9242, IMU_DATA, -2.15687, -1.50062, -0.643125, 16382, 111, -1144, , , , , 
15.929, IMU_DATA, -2.10875, -1.30812, -0.55125, 16357, 187, -1167, , , , , 
15.9338, IMU_DATA, -2.16562, -0.93625, -0.406875, 16359, 224, -1169, , , , , 
15.9386, IMU_DATA, -2.05625, -0.595, -0.28, 16348, 285, -1134, , , , , 
15.9434, IMU_DATA, -1.82, -0.468125, -0.1925, 16333, 295, -1103, , , , , 
15.9482, IMU_DATA, -1.82, -0.28875, -0.04375, 16314, 269, -1012, , , , , 
15.953, IMU_DATA, -1.78937, -0.135625, 0.188125, 16349, 246, -937, , , , , 
15.1059, IMG_DATA, , , , , , , , , , Image_00151 
15.9578, IMU_DATA, -1.66687, 0.065625, 0.4025, 16362, 210, -864, , , , , 
15.9626, IMU_DATA, -1.645, 0.27125, 0.58625, 16367, 146, -746, , , , , 
15.9674, IMU_DATA, -1.61875, 0.398125, 0.739375, 16367, 73, -666, , , , , 
15.9722, IMU_DATA, -1.54, 0.4725, 0.809375, 16369, -22, -596, , , , , 
15.977, IMU_DATA, -1.49187, 0.468125, 0.879375, 16402, -151, -486, , , , , 
15.9818, IMU_DATA, -1.46562, 0.468125, 0.949375, 16377, -236, -400, , , , , 
15.9866, IMU_DATA, -1.47437, 0.459375, 0.975625, 16359, -311, -248, , , , , 
15.9914, IMU_DATA, -1.435, 0.35875, 0.95375, 16396, -389, -210, , , , , 
15.9962, IMU_DATA, -1.40437, 0.231875, 0.923125, 16373, -489, -135, , , , , 
16.001, IMU_DATA, -1.435, 0.11375, 0.805, 16357, -501, -42, , , , , 
16.0058, IMU_DATA, -1.3825, -0.109375, 0.60375, 16400, -524, -77, , , , , 
16.0106, IMU_DATA, -1.42187, -0.30625, 0.345625, 16401, -534, 7, , , , , 
16.0154, IMU_DATA, -1.48312, -0.41125, 0.065625, 16390, -528, 56, , , , , 
16.0202, IMU_DATA, -1.4525, -0.564375, -0.1225, 16408, -509, 24, , , , , 
16.025, IMU_DATA, -1.54875, -0.70875, -0.28875, 16368, -449, 83, , , , , 
16.0298, IMU_DATA, -1.61875, -0.984375, -0.529375, 16390, -380, 63, , , , , 
16.0346, IMU_DATA, -1.70187, -1.17687, -0.735, 16417, -356, 216, , , , , 
16.0394, IMU_DATA, -1.6625, -1.31687, -0.896875, 16446, -138, -166, , , , , 
16.0442, IMU_DATA, -1.46125, -1.70187, -1.11562, 16437, 18, -234, , , , , 
16.049, IMU_DATA, -1.59687, -1.87687, -1.2075, 16350, 36, -326, , , , , 
16.0538, IMU_DATA, -1.54437, -1.93812, -0.993125, 16398, -111, -569, , , , , 
16.0586, IMU_DATA, -1.34312, -1.99937, -0.9975, 16228, 228, -781, , , , , 
15.2059, IMG_DATA, , , , , , , , , , Image_00152 
16.0634, IMU_DATA, -1.49625, -1.76312, -1.295, 16242, 358, -768, , , , , 
16.0682, IMU_DATA, -1.65375, -1.54875, -1.15937, 16273, 310, -588, , , , , 
16.073, IMU_DATA, -1.5925, -1.45687, -0.81375, 16397, 328, -852, , , , , 
16.0778, IMU_DATA, -1.59687, -1.40437, -0.60375, 16440, 359, -788, , , , , 
16.0826, IMU_DATA, -1.79812, -1.21187, -0.53375, 16456, 415, -695, , , , , 
16.0874, IMU_DATA, -1.81562, -1.03687, -0.455, 16453, 486, -755, , , , , 
16.0922, IMU_DATA, -1.83312, -1.015, -0.266875, 16356, 439, -834, , , , , 
16.097, IMU_DATA, -1.95125, -1.00187, 0.02625, 16394, 293, -803, , , , , 
16.1018, IMU_DATA, -2.24437, -0.923125, 0.126875, 16277, 389, -710, , , , , 
16.1066, IMU_DATA, -2.62937, -0.861875, 0.205625, 16354, 260, -832, , , , , 
16.1114, IMU_DATA, -2.9575, -0.888125, 0.406875, 16379, 192, -693, , , , , 
16.1162, IMU_DATA, -3.17187, -0.914375, 0.4725, 16395, 163, -669, , , , , 
16.121, IMU_DATA, -3.33812, -0.861875, 0.573125, 16430, 80, -755, , , , , 
16.1258, IMU_DATA, -3.64875, -0.77875, 0.616875, 16378, -37, -769, , , , , 
16.1306, IMU_DATA, -4.05562, -0.713125, 0.62125, 16399, -77, -750, , , , , 
16.1354, IMU_DATA, -4.27875, -0.783125, 0.56, 16299, -44, -891, , , , , 
16.1402, IMU_DATA, -4.305, -0.79625, 0.58625, 16396, -174, -1035, , , , , 
16.145, IMU_DATA, -4.27437, -0.77875, 0.665, 16350, -238, -1022, , , , , 
16.1498, IMU_DATA, -4.445, -0.49875, 0.669375, 16342, -246, -1030, , , , , 
16.1546, IMU_DATA, -4.4625, -0.214375, 0.7175, 16354, -341, -926, , , , , 
16.1594, IMU_DATA, -4.41875, 0.1225, 0.735, 16368, -404, -862, , , , , 
16.1642, IMU_DATA, -4.2525, 0.30625, 0.6125, 16392, -474, -771, , , , , 
15.3059, IMG_DATA, , , , , , , , , , Image_00153 
16.169, IMU_DATA, -4.08625, 0.48125, 0.328125, 16342, -455, -638, , , , , 
16.1738, IMU_DATA, -3.7975, 0.433125, 0.11375, 16372, -512, -568, , , , , 
16.1786, IMU_DATA, -3.64, 0.525, -0.021875, 16348, -475, -407, , , , , 
16.1834, IMU_DATA, -3.5175, 0.634375, -0.231875, 16334, -430, -291, , , , , 
16.1882, IMU_DATA, -3.40375, 0.6125, -0.415625, 16385, -405, -139, , , , , 
16.193, IMU_DATA, -3.35125, 0.55125, -0.564375, 16386, -356, 38, , , , , 
16.1978, IMU_DATA, -3.28562, 0.389375, -0.695625, 16403, -253, 126, , , , , 
16.2026, IMU_DATA, -3.22437, 0.23625, -0.844375, 16360, -171, 204, , , , , 
16.2074, IMU_DATA, -3.22, 0.035, -0.91, 16394, -180, 273, , , , , 
16.2122, IMU_DATA, -3.18062, -0.345625, -0.97125, 16376, -35, 296, , , , , 
16.217, IMU_DATA, -3.12812, -0.643125, -1.08937, 16349, 87, 175, , , , , 
16.2218, IMU_DATA, -3.11062, -0.958125, -1.12, 16356, 158, 166, , , , , 
16.2266, IMU_DATA, -3.21562, -1.19437, -1.02812, 16367, 260, 96, , , , , 
16.2314, IMU_DATA, -3.32062, -1.43937, -0.958125, 16364, 374, -20, , , , , 
16.2362, IMU_DATA, -3.29, -1.66687, -0.835625, 16346, 443, -117, , , , , 
16.241, IMU_DATA, -3.30312, -1.83312, -0.60375, 16387, 447, -272, , , , , 
16.2458, IMU_DATA, -3.26375, -1.96, -0.354375, 16369, 448, -321, , , , , 
16.2506, IMU_DATA, -3.2725, -1.95125, -0.056875, 16383, 448, -494, , , , , 
16.2554, IMU_DATA, -3.3075, -2.00375, 0.179375, 16404, 412, -687, , , , , 
16.2602, IMU_DATA, -3.28562, -2.05187, 0.328125, 16351, 325, -800, , , , , 
16.265, IMU_DATA, -3.28125, -1.88562, 0.468125, 16328, 276, -922, , , , , 
15.4127, IMG_DATA, , , , , , , , , , Image_00154 
16.2698, IMU_DATA, -3.24625, -1.74562, 0.616875, 16316, 196, -983, , , , , 
16.2746, IMU_DATA, -3.15875, -1.68437, 0.791875, 16344, 84, -1055, , , , , 
16.2794, IMU_DATA, -3.21125, -1.48312, 0.91, 16330, -11, -1092, , , , , 
16.2842, IMU_DATA, -3.21562, -1.295, 0.97125, 16340, -127, -1113, , , , , 
16.289, IMU_DATA, -3.18937, -1.04125, 1.03687, 16377, -248, -1097, , , , , 
16.2938, IMU_DATA, -3.25937, -0.77, 1.04125, 16397, -353, -1102, , , , , 
16.2986, IMU_DATA, -3.36875, -0.599375, 0.93625, 16387, -419, -1082, , , , , 
16.3034, IMU_DATA, -3.5, -0.441875, 0.735, 16405, -468, -1019, , , , , 
16.3082, IMU_DATA, -3.64437, -0.258125, 0.49875, 16416, -493, -926, , , , , 
16.313, IMU_DATA, -3.82812, -0.07875, 0.315, 16406, -479, -870, , , , , 
16.3178, IMU_DATA, -4.06, 0.035, 0.100625, 16396, -482, -784, , , , , 
16.3226, IMU_DATA, -4.22625, 0.16625, -0.100625, 16390, -438, -684, , , , , 
16.3274, IMU_DATA, -4.3225, 0.284375, -0.3325, 16387, -367, -618, , , , , 
16.3322, IMU_DATA, -4.4625, 0.205625, -0.525, 16341, -317, -559, , , , , 
16.337, IMU_DATA, -4.62875, 0.21, -0.660625, 16371, -192, -487, , , , , 
16.3418, IMU_DATA, -4.725, 0.07875, -0.756875, 16379, -104, -406, , , , , 
16.3466, IMU_DATA, -4.95687, 0.18375, -0.79625, 16384, 8, -323, , , , , 
16.3514, IMU_DATA, -5.20187, 0.249375, -0.756875, 16378, 85, -259, , , , , 
16.3562, IMU_DATA, -5.32875, 0.1925, -0.774375, 16393, 178, -198, , , , , 
16.361, IMU_DATA, -5.47312, 0.16625, -0.735, 16368, 254, -149, , , , , 
16.3658, IMU_DATA, -5.48625, -0.021875, -0.564375, 16374, 276, -138, , , , , 
16.3706, IMU_DATA, -5.45125, -0.245, -0.385, 16339, 296, -88, , , , , 
16.3754, IMU_DATA, -5.60437, -0.319375, -0.231875, 16330, 284, -82, , , , , 
15.5059, IMG_DATA, , , , , , , , , , Image_00155 
16.3802, IMU_DATA, -5.71812, -0.415625, -0.09625, 16320, 250, -70, , , , , 
16.385, IMU_DATA, -5.83187, -0.529375, 0.07875, 16342, 199, -76, , , , , 
16.3898, IMU_DATA, -5.90625, -0.74375, 0.23625, 16356, 157, -124, , , , , 
16.3946, IMU_DATA, -6.03312, -0.9275, 0.30625, 16408, 78, -146, , , , , 
16.3994, IMU_DATA, -6.18625, -1.02375, 0.3675, 16400, 28, -164, , , , , 
16.4042, IMU_DATA, -6.35687, -1.08937, 0.398125, 16426, -16, -232, , , , , 
16.409, IMU_DATA, -6.4575, -1.25125, 0.3675, 16425, -66, -307, , , , , 
16.4138, IMU_DATA, -6.64562, -1.3825, 0.319375, 16377, -110, -351, , , , , 
16.4186, IMU_DATA, -6.8775, -1.39125, 0.28, 16392, -140, -449, , , , , 
16.4234, IMU_DATA, -7.01312, -1.47437, 0.144375, 16384, -140, -561, , , , , 
16.4282, IMU_DATA, -7.06562, -1.64062, 0.035, 16377, -176, -659, , , , , 
16.433, IMU_DATA, -7.13562, -1.61875, -0.039375, 16372, -162, -797, , , , , 
16.4378, IMU_DATA, -7.14, -1.55312, -0.188125, 16380, -112, -830, , , , , 
16.4426, IMU_DATA, -7.14, -1.39562, -0.2975, 16380, -96, -919, , , , , 
16.4474, IMU_DATA, -7.12687, -1.32562, -0.3675, 16399, -16, -1006, , , , , 
16.4522, IMU_DATA, -7.17937, -1.14625, -0.42, 16382, 23, -1001, , , , , 
16.457, IMU_DATA, -7.24062, -0.8575, -0.380625, 16379, 58, -1045, , , , , 
16.4618, IMU_DATA, -7.21, -0.72625, -0.310625, 16359, 75, -1000, , , , , 
16.4666, IMU_DATA, -7.17062, -0.590625, -0.21875, 16368, 127, -972, , , , , 
16.4714, IMU_DATA, -7.09625, -0.51625, -0.13125, 16351, 136, -903, , , , , 
16.4762, IMU_DATA, -7.105, -0.27125, -0.06125, 16348, 116, -800, , , , , 
16.481, IMU_DATA, -7.1575, -0.013125, 0.07875, 16337, 68, -714, , , , , 
15.6059, IMG_DATA, , , , , , , , , , Image_00156 
16.4858, IMU_DATA, -7.06125, 0.013125, 0.1575, 16342, 90, -625, , , , , 
16.4906, IMU_DATA, -7.035, 0.105, 0.20125, 16373, 67, -564, , , , , 
16.4954, IMU_DATA, -7.07437, 0.21, 0.34125, 16377, 13, -445, , , , , 
16.5002, IMU_DATA, -7.105, 0.21875, 0.4375, 16369, -6, -377, , , , , 
16.505, IMU_DATA, -7.19687, 0.18375, 0.49875, 16401, -73, -318, , , , , 
16.5098, IMU_DATA, -7.3325, 0.109375, 0.53375, 16412, -128, -214, , , , , 
16.5146, IMU_DATA, -7.50312, -0.02625, 0.48125, 16414, -191, -176, , , , , 
16.5194, IMU_DATA, -7.6125, -0.13125, 0.41125, 16398, -215, -142, , , , , 
16.5242, IMU_DATA, -7.735, -0.188125, 0.315, 16409, -233, -131, , , , , 
16.529, IMU_DATA, -7.90562, -0.363125, 0.275625, 16388, -260, -153, , , , , 
16.5338, IMU_DATA, -8.04562, -0.581875, 0.231875, 16387, -275, -160, , , , , 
16.5386, IMU_DATA, -8.14625, -0.7, 0.135625, 16351, -306, -198, , , , , 
16.5434, IMU_DATA, -8.28187, -0.79625, 0.0525, 16389, -286, -272, , , , , 
16.5482, IMU_DATA, -8.33875, -0.949375, -0.035, 16377, -252, -317, , , , , 
16.553, IMU_DATA, -8.40437, -1.015, -0.1225, 16387, -236, -381, , , , , 
16.5578, IMU_DATA, -8.42625, -1.09812, -0.2275, 16329, -140, -412, , , , , 
16.5626, IMU_DATA, -8.41312, -1.1725, -0.415625, 16392, -117, -515, , , , , 
16.5674, IMU_DATA, -8.30375, -1.28625, -0.538125, 16402, -65, -601, , , , , 
16.5722, IMU_DATA, -8.21187, -1.3125, -0.643125, 16371, 35, -609, , , , , 
16.577, IMU_DATA, -8.04562, -1.29937, -0.70875, 16397, 102, -656, , , , , 
16.5818, IMU_DATA, -8.09375, -1.12437, -0.721875, 16370, 219, -682, , , , , 
16.5866, IMU_DATA, -8.19, -0.896875, -0.678125, 16374, 289, -669, , , , , 
15.7059, IMG_DATA, , , , , , , , , , Image_00157 
16.5914, IMU_DATA, -8.21187, -0.72625, -0.55125, 16355, 345, -694, , , , , 
16.5962, IMU_DATA, -8.085, -0.735, -0.459375, 16356, 428, -653, , , , , 
16.601, IMU_DATA, -8.01062, -0.721875, -0.389375, 16337, 471, -659, , , , , 
16.6058, IMU_DATA, -7.94937, -0.63875, -0.258125, 16377, 473, -614, , , , , 
16.6106, IMU_DATA, -7.92312, -0.58625, -0.013125, 16413, 392, -623, , , , , 
16.6154, IMU_DATA, -7.88812, -0.590625, 0.245, 16413, 377, -640, , , , , 
16.6202, IMU_DATA, -7.84875, -0.590625, 0.433125, 16382, 330, -663, , , , , 
16.625, IMU_DATA, -7.73937, -0.573125, 0.60375, 16350, 269, -627, , , , , 
16.6298, IMU_DATA, -7.59937, -0.6475, 0.76125, 16349, 199, -662, , , , , 
16.6346, IMU_DATA, -7.5075, -0.70875, 0.958125, 16332, 80, -659, , , , , 
16.6394, IMU_DATA, -7.46375, -0.55125, 1.13312, 16344, -58, -639, , , , , 
16.6442, IMU_DATA, -7.39812, -0.455, 1.09812, 16352, -114, -624, , , , , 
16.649, IMU_DATA, -7.315, -0.476875, 1.00625, 16383, -257, -624, , , , , 
16.6538, IMU_DATA, -7.35, -0.380625, 1.06312, 16375, -395, -583, , , , , 
16.6586, IMU_DATA, -7.25375, -0.345625, 1.00187, 16418, -490, -530, , , , , 
16.6634, IMU_DATA, -7.20562, -0.2975, 0.7875, 16357, -559, -460, , , , , 
16.6682, IMU_DATA, -7.11812, -0.363125, 0.599375, 16383, -670, -422, , , , , 
16.673, IMU_DATA, -7.01312, -0.3325, 0.53375, 16388, -716, -382, , , , , 
16.6778, IMU_DATA, -7.0175, -0.21, 0.3675, 16394, -676, -368, , , , , 
16.6826, IMU_DATA, -6.97812, -0.21875, 0.09625, 16373, -659, -309, , , , , 
16.6874, IMU_DATA, -6.8425, -0.336875, -0.249375, 16355, -590, -366, , , , , 
16.6922, IMU_DATA, -6.74625, -0.389375, -0.555625, 16340, -479, -338, , , , , 
15.8059, IMG_DATA, , , , , , , , , , Image_00158 
16.697, IMU_DATA, -6.6325, -0.520625, -0.756875, 16395, -343, -424, , , , , 
16.7018, IMU_DATA, -6.50562, -0.660625, -0.88375, 16387, -208, -419, , , , , 
16.7066, IMU_DATA, -6.32625, -0.721875, -1.00187, 16374, -80, -441, , , , , 
16.7114, IMU_DATA, -6.0725, -0.74375, -1.08937, 16359, 91, -464, , , , , 
16.7162, IMU_DATA, -5.78812, -0.739375, -1.09812, 16327, 242, -530, , , , , 
16.721, IMU_DATA, -5.53875, -0.735, -0.923125, 16318, 318, -520, , , , , 
16.7258, IMU_DATA, -5.34625, -0.651875, -0.7175, 16324, 391, -468, , , , , 
16.7306, IMU_DATA, -5.05312, -0.564375, -0.529375, 16340, 468, -470, , , , , 
16.7354, IMU_DATA, -4.76875, -0.455, -0.32375, 16359, 532, -448, , , , , 
16.7402, IMU_DATA, -4.48875, -0.459375, -0.083125, 16393, 550, -395, , , , , 
16.745, IMU_DATA, -4.17812, -0.608125, 0.126875, 16387, 524, -344, , , , , 
16.7498, IMU_DATA, -3.89375, -0.686875, 0.380625, 16392, 454, -320, , , , , 
16.7546, IMU_DATA, -3.6575, -0.74375, 0.62125, 16361, 405, -296, , , , , 
16.7594, IMU_DATA, -3.50437, -0.818125, 0.8925, 16366, 260, -366, , , , , 
16.7642, IMU_DATA, -3.40375, -0.809375, 1.225, 16360, 93, -377, , , , , 
16.769, IMU_DATA, -3.36875, -0.81375, 1.4525, 16357, -98, -401, , , , , 
16.7738, IMU_DATA, -3.24625, -0.91875, 1.51812, 16348, -207, -433, , , , , 
16.7786, IMU_DATA, -3.17625, -0.9625, 1.4875, 16363, -414, -476, , , , , 
16.7834, IMU_DATA, -3.10187, -1.07187, 1.36937, 16397, -499, -497, , , , , 
16.7882, IMU_DATA, -3.10187, -1.08062, 1.13312, 16386, -615, -500, , , , , 
16.793, IMU_DATA, -3.15875, -1.00187, 0.958125, 16410, -680, -577, , , , , 
16.7978, IMU_DATA, -3.02312, -1.08937, 0.748125, 16409, -759, -602, , , , , 
15.9059, IMG_DATA, , , , , , , , , , Image_00159 
16.8026, IMU_DATA, -3.01437, -1.09375, 0.459375, 16454, -779, -645, , , , , 
16.8074, IMU_DATA, -3.115, -0.9975, 0.109375, 16394, -742, -665, , , , , 
16.8122, IMU_DATA, -3.09312, -0.949375, -0.23625, 16409, -735, -681, , , , , 
16.817, IMU_DATA, -3.0275, -0.905625, -0.520625, 16380, -640, -699, , , , , 
16.8218, IMU_DATA, -3.0275, -0.77, -0.791875, 16401, -535, -680, , , , , 
16.8266, IMU_DATA, -3.0975, -0.651875, -1.06312, 16369, -404, -644, , , , , 
16.8314, IMU_DATA, -3.15, -0.62125, -1.31687, 16366, -242, -624, , , , , 
16.8362, IMU_DATA, -3.19375, -0.581875, -1.47875, 16384, -48, -620, , , , , 
16.841, IMU_DATA, -3.08875, -0.595, -1.5925, 16400, 109, -596, , , , , 
16.8458, IMU_DATA, -3.04937, -0.58625, -1.61875, 16375, 256, -570, , , , , 
16.8506, IMU_DATA, -3.15, -0.459375, -1.55312, 16399, 389, -580, , , , , 
16.8554, IMU_DATA, -3.14125, -0.485625, -1.35187, 16390, 476, -583, , , , , 
16.8602, IMU_DATA, -3.17187, -0.44625, -1.05875, 16358, 561, -546, , , , , 
16.865, IMU_DATA, -3.10187, -0.48125, -0.809375, 16363, 597, -527, , , , , 
16.8698, IMU_DATA, -3.09312, -0.4375, -0.529375, 16341, 566, -500, , , , , 
16.8746, IMU_DATA, -3.18937, -0.37625, -0.2275, 16368, 587, -483, , , , , 
16.8794, IMU_DATA, -3.2025, -0.529375, 0.021875, 16341, 526, -442, , , , , 
16.8842, IMU_DATA, -3.28562, -0.511875, 0.28875, 16351, 434, -370, , , , , 
16.889, IMU_DATA, -3.45625, -0.3325, 0.60375, 16378, 398, -372, , , , , 
16.8938, IMU_DATA, -3.5175, -0.415625, 0.835625, 16361, 294, -365, , , , , 
16.8986, IMU_DATA, -3.53062, -0.56875, 0.958125, 16329, 209, -374, , , , , 
16.9034, IMU_DATA, -3.56562, -0.599375, 1.085, 16376, 83, -414, , , , , 
16.0059, IMG_DATA, , , , , , , , , , Image_00160 
16.9082, IMU_DATA, -3.56562, -0.72625, 1.14625, 16324, -16, -354, , , , , 
16.913, IMU_DATA, -3.62687, -0.76125, 1.20312, 16396, -129, -453, , , , , 
16.9178, IMU_DATA, -3.61375, -0.735, 1.2075, 16378, -216, -446, , , , , 
16.9226, IMU_DATA, -3.63125, -0.70875, 1.09812, 16399, -303, -462, , , , , 
16.9274, IMU_DATA, -3.71, -0.721875, 0.975625, 16423, -348, -497, , , , , 
16.9322, IMU_DATA, -3.78437, -0.643125, 0.875, 16482, -435, -552, , , , , 
16.937, IMU_DATA, -3.86312, -0.62125, 0.678125, 16343, -410, -454, , , , , 
16.9418, IMU_DATA, -3.93312, -0.595, 0.485625, 16404, -515, -545, , , , , 
16.9466, IMU_DATA, -4.01625, -0.634375, 0.345625, 16335, -472, -412, , , , , 
16.9514, IMU_DATA, -4.05562, -0.72625, 0.16625, 16333, -500, -389, , , , , 
16.9562, IMU_DATA, -4.20437, -0.809375, -0.048125, 16307, -449, -482, , , , , 
16.961, IMU_DATA, -4.61562, -0.665, -0.1925, 16320, -487, -302, , , , , 
16.9658, IMU_DATA, -5.06187, -0.590625, -0.25375, 16357, -437, -320, , , , , 
16.9706, IMU_DATA, -5.5475, -0.529375, -0.441875, 16318, -358, -238, , , , , 
16.9754, IMU_DATA, -5.98062, -0.546875, -0.595, 16452, -366, -143, , , , , 
16.9802, IMU_DATA, -6.28687, -0.844375, -0.844375, 16436, -224, -100, , , , , 
16.985, IMU_DATA, -6.39187, -1.22062, -1.18125, 16523, -52, -314, , , , , 
16.9898, IMU_DATA, -6.65875, -1.41312, -1.2425, 16440, 59, -528, , , , , 
16.9946, IMU_DATA, -7.1225, -1.54, -1.10687, 16375, -92, -549, , , , , 
16.9994, IMU_DATA, -7.70437, -1.35625, -0.8925, 16228, -26, -695, , , , , 
17.0042, IMU_DATA, -8.22937, -1.09375, -0.98875, 16170, 248, -864, , , , , 
17.009, IMU_DATA, -8.62312, -0.91875, -0.984375, 16190, 210, -615, , , , , 
16.1059, IMG_DATA, , , , , , , , , , Image_00161 
17.0138, IMU_DATA, -8.88562, -0.844375, -0.625625, 16388, 148, -542, , , , , 
17.0186, IMU_DATA, -9.07375, -0.81375, -0.455, 16605, 100, -721, , , , , 
17.0234, IMU_DATA, -9.41937, -0.8575, -0.62125, 16531, 309, -574, , , , , 
