Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
17, IMG_DATA, , , , , , , , , , Image_00000 
1.51559e+06, IMU_DATA, 109, -145, -20, 188, 16269, -361, , , , , 
1.52039e+06, IMU_DATA, 109, -146, -13, 180, 16281, -331, , , , , 
1.52519e+06, IMU_DATA, 120, -168, -22, 149, 16257, -354, , , , , 
1.52999e+06, IMU_DATA, 116, -175, -25, 121, 16296, -338, , , , , 
1.53479e+06, IMU_DATA, 119, -188, -32, 134, 16276, -346, , , , , 
1.53959e+06, IMU_DATA, 109, -162, -44, 168, 16264, -371, , , , , 
1.54439e+06, IMU_DATA, 111, -160, -46, 168, 16271, -362, , , , , 
1.54919e+06, IMU_DATA, 110, -165, -32, 138, 16294, -350, , , , , 
1.55399e+06, IMU_DATA, 124, -184, -27, 131, 16275, -355, , , , , 
1.55879e+06, IMU_DATA, 122, -182, -40, 158, 16315, -339, , , , , 
1.56359e+06, IMU_DATA, 118, -160, -42, 158, 16275, -350, , , , , 
1478657, IMG_DATA, , , , , , , , , , Image_00015 
1.56839e+06, IMU_DATA, 99, -134, -37, 156, 16270, -355, , , , , 
1.57319e+06, IMU_DATA, 89, -140, -30, 176, 16270, -360, , , , , 
1.57799e+06, IMU_DATA, 105, -147, -25, 159, 16273, -355, , , , , 
1.58279e+06, IMU_DATA, 114, -151, -25, 136, 16264, -324, , , , , 
1.58759e+06, IMU_DATA, 108, -153, -32, 160, 16274, -358, , , , , 
1.59239e+06, IMU_DATA, 108, -162, -24, 163, 16279, -339, , , , , 
1.59719e+06, IMU_DATA, 121, -167, -20, 155, 16293, -340, , , , , 
1.60199e+06, IMU_DATA, 124, -161, -26, 165, 16271, -344, , , , , 
